date,fiscal_year,customer_code,customer,market,product_code,product,variant,sold_quantity,gross_price_per_item,total_gross_price
2017-09-01,2018,90013123,Expert,Italy,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,1,105.1661,105.17
2017-09-01,2018,90016171,"Electricalsara Stores",Poland,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,1,105.1661,105.17
2017-09-01,2018,90016173,Expert,Poland,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,1,105.1661,105.17
2017-09-01,2018,90022071,"Acclaimed Stores",USA,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,13,105.1661,1367.16
2017-09-01,2018,90022073,Control,USA,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,18,105.1661,1892.99
2017-09-01,2018,90022074,Flipkart,USA,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,14,105.1661,1472.33
2017-09-01,2018,90022075,BestBuy,USA,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,19,105.1661,1998.16
2017-09-01,2018,90022077,"Radio Shack",USA,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,22,105.1661,2313.65
2017-09-01,2018,90022078,Costco,USA,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,22,105.1661,2313.65
2017-09-01,2018,90022079,walmart,USA,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,7,105.1661,736.16
2017-09-01,2018,90022081,Amazon,USA,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,38,105.1661,3996.31
2017-09-01,2018,90022082,"Amazon ",USA,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,24,105.1661,2523.99
2017-09-01,2018,90022083,Ebay,USA,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,30,105.1661,3154.98
2017-09-01,2018,90023022,"Nomad Stores",Canada,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,1,105.1661,105.17
2017-09-01,2018,90023023,Amazon,Canada,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,5,105.1661,525.83
2017-09-01,2018,90023025,"Premium Stores",Canada,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,4,105.1661,420.66
2017-09-01,2018,90023026,Relief,Canada,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,1,105.1661,105.17
2017-09-01,2018,90023027,Costco,Canada,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,1,105.1661,105.17
2017-09-01,2018,90023029,Staples,Canada,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,3,105.1661,315.50
2017-09-01,2018,90023030,"Amazon ",Canada,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,4,105.1661,420.66
2017-09-01,2018,90027207,"Amazon ",Brazil,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,9,105.1661,946.49
2017-09-01,2018,70002017,"Atliq Exclusive",India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,47,111.9039,5259.48
2017-09-01,2018,70002018,"Atliq e Store",India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,55,111.9039,6154.71
2017-09-01,2018,70003181,"Atliq Exclusive",Indonesia,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,12,111.9039,1342.85
2017-09-01,2018,70003182,"Atliq e Store",Indonesia,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,9,111.9039,1007.14
2017-09-01,2018,70006157,"Atliq Exclusive",Philiphines,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,2,111.9039,223.81
2017-09-01,2018,70006158,"Atliq e Store",Philiphines,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,4,111.9039,447.62
2017-09-01,2018,70007198,"Atliq Exclusive","South Korea",A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,11,111.9039,1230.94
2017-09-01,2018,70007199,"Atliq e Store","South Korea",A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,17,111.9039,1902.37
2017-09-01,2018,70008169,"Atliq Exclusive",Australia,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,9,111.9039,1007.14
2017-09-01,2018,70008170,"Atliq e Store",Australia,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,16,111.9039,1790.46
2017-09-01,2018,70011193,"Atliq Exclusive",France,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,9,111.9039,1007.14
2017-09-01,2018,70011194,"Atliq e Store",France,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,5,111.9039,559.52
2017-09-01,2018,70012042,"Atliq Exclusive",Germany,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,0,111.9039,0.00
2017-09-01,2018,70012043,"Atliq e Store",Germany,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,0,111.9039,0.00
2017-09-01,2018,70013125,"Atliq Exclusive",Italy,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,1,111.9039,111.90
2017-09-01,2018,70013126,"Atliq e Store",Italy,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,1,111.9039,111.90
2017-09-01,2018,70022085,"Atliq e Store",USA,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,10,111.9039,1119.04
2017-09-01,2018,70023031,"Atliq Exclusive",Canada,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,2,111.9039,223.81
2017-09-01,2018,80001019,Neptune,China,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,3,111.9039,335.71
2017-09-01,2018,80006154,Synthetic,Philiphines,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,14,111.9039,1566.65
2017-09-01,2018,80006155,Novus,Philiphines,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,29,111.9039,3245.21
2017-09-01,2018,80007195,Sage,"South Korea",A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,137,111.9039,15330.83
2017-09-01,2018,90001021,Taobao,China,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,2,111.9039,223.81
2017-09-01,2018,90002001,"Reliance Digital",India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,28,111.9039,3133.31
2017-09-01,2018,90002002,Croma,India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,61,111.9039,6826.14
2017-09-01,2018,90002003,Ezone,India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,53,111.9039,5930.91
2017-09-01,2018,90002005,Lotus,India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,40,111.9039,4476.16
2017-09-01,2018,90002006,Viveks,India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,8,111.9039,895.23
2017-09-01,2018,90002007,Girias,India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,60,111.9039,6714.23
2017-09-01,2018,90002009,Flipkart,India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,73,111.9039,8168.98
2017-09-01,2018,90002010,Ebay,India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,56,111.9039,6266.62
2017-09-01,2018,90002011,"Atliq Exclusive",India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,51,111.9039,5707.10
2017-09-01,2018,90002013,Electricalslytical,India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,56,111.9039,6266.62
2017-09-01,2018,90002014,Expression,India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,28,111.9039,3133.31
2017-09-01,2018,90002015,Propel,India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,39,111.9039,4364.25
2017-09-01,2018,90003179,"Acclaimed Stores",Indonesia,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,2,111.9039,223.81
2017-09-01,2018,90006153,Insight,Philiphines,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,5,111.9039,559.52
2017-09-01,2018,90007197,"Amazon ","South Korea",A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,35,111.9039,3916.64
2017-09-01,2018,90008165,"Forward Stores",Australia,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,12,111.9039,1342.85
2017-09-01,2018,90008166,Sound,Australia,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,13,111.9039,1454.75
2017-09-01,2018,90008167,Electricalsocity,Australia,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,18,111.9039,2014.27
2017-09-01,2018,90011185,"Epic Stores",France,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,10,111.9039,1119.04
2017-09-01,2018,90011186,Elite,France,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,3,111.9039,335.71
2017-09-01,2018,90011187,"Chip 7",France,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,3,111.9039,335.71
2017-09-01,2018,90011189,UniEuro,France,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,11,111.9039,1230.94
2017-09-01,2018,90011190,"Media Markt",France,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,10,111.9039,1119.04
2017-09-01,2018,90011191,Sorefoz,France,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,10,111.9039,1119.04
2017-09-01,2018,90012033,Digimarket,Germany,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,0,111.9039,0.00
2017-09-01,2018,90012034,Otto,Germany,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,0,111.9039,0.00
2017-09-01,2018,90012035,Notebillig,Germany,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,0,111.9039,0.00
2017-09-01,2018,90012037,Saturn,Germany,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,0,111.9039,0.00
2017-09-01,2018,90012038,Expert,Germany,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,0,111.9039,0.00
2017-09-01,2018,90012039,"Currys (Dixons Carphone)",Germany,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,0,111.9039,0.00
2017-09-01,2018,90012041,"Amazon ",Germany,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,0,111.9039,0.00
2017-09-01,2018,90013117,Euronics,Italy,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,2,111.9039,223.81
2017-09-01,2018,90013119,"Argos (Sainsbury's)",Italy,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,3,111.9039,335.71
2017-09-01,2018,90013122,"Radio Popular",Italy,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,2,111.9039,223.81
2017-09-01,2018,90013123,Expert,Italy,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,1,111.9039,111.90
2017-09-01,2018,90016171,"Electricalsara Stores",Poland,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,1,111.9039,111.90
2017-09-01,2018,90016173,Expert,Poland,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,1,111.9039,111.90
2017-09-01,2018,90016175,"Argos (Sainsbury's)",Poland,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,1,111.9039,111.90
2017-09-01,2018,90022071,"Acclaimed Stores",USA,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,13,111.9039,1454.75
2017-09-01,2018,90022073,Control,USA,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,26,111.9039,2909.50
2017-09-01,2018,90022074,Flipkart,USA,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,23,111.9039,2573.79
2017-09-01,2018,90022075,BestBuy,USA,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,10,111.9039,1119.04
2017-09-01,2018,90022077,"Radio Shack",USA,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,24,111.9039,2685.69
2017-09-01,2018,90022078,Costco,USA,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,28,111.9039,3133.31
2017-09-01,2018,90022079,walmart,USA,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,20,111.9039,2238.08
2017-09-01,2018,90022081,Amazon,USA,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,12,111.9039,1342.85
2017-09-01,2018,90022082,"Amazon ",USA,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,27,111.9039,3021.41
2017-09-01,2018,90022083,Ebay,USA,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,9,111.9039,1007.14
2017-09-01,2018,90023022,"Nomad Stores",Canada,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,2,111.9039,223.81
2017-09-01,2018,90023023,Amazon,Canada,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,5,111.9039,559.52
2017-09-01,2018,90023025,"Premium Stores",Canada,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,3,111.9039,335.71
2017-09-01,2018,90023026,Relief,Canada,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,2,111.9039,223.81
2017-09-01,2018,90023027,Costco,Canada,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,2,111.9039,223.81
2017-09-01,2018,90023029,Staples,Canada,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,1,111.9039,111.90
2017-09-01,2018,90023030,"Amazon ",Canada,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,1,111.9039,111.90
2017-09-01,2018,90027207,"Amazon ",Brazil,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,1,111.9039,111.90
2017-09-01,2018,70002017,"Atliq Exclusive",India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,8,120.1266,961.01
2017-09-01,2018,70002018,"Atliq e Store",India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,10,120.1266,1201.27
2017-09-01,2018,70003181,"Atliq Exclusive",Indonesia,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,9,120.1266,1081.14
2017-09-01,2018,70003182,"Atliq e Store",Indonesia,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,11,120.1266,1321.39
2017-09-01,2018,70006157,"Atliq Exclusive",Philiphines,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,5,120.1266,600.63
2017-09-01,2018,70006158,"Atliq e Store",Philiphines,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,1,120.1266,120.13
2017-09-01,2018,70007198,"Atliq Exclusive","South Korea",A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,21,120.1266,2522.66
2017-09-01,2018,70007199,"Atliq e Store","South Korea",A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,26,120.1266,3123.29
2017-09-01,2018,70008169,"Atliq Exclusive",Australia,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,17,120.1266,2042.15
2017-09-01,2018,70008170,"Atliq e Store",Australia,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,8,120.1266,961.01
2017-09-01,2018,70011193,"Atliq Exclusive",France,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,8,120.1266,961.01
2017-09-01,2018,70011194,"Atliq e Store",France,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,7,120.1266,840.89
2017-09-01,2018,70012042,"Atliq Exclusive",Germany,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,0,120.1266,0.00
2017-09-01,2018,70012043,"Atliq e Store",Germany,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,0,120.1266,0.00
2017-09-01,2018,70013125,"Atliq Exclusive",Italy,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,2,120.1266,240.25
2017-09-01,2018,70013126,"Atliq e Store",Italy,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,2,120.1266,240.25
2017-09-01,2018,70016177,"Atliq Exclusive",Poland,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,1,120.1266,120.13
2017-09-01,2018,70016178,"Atliq e Store",Poland,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,1,120.1266,120.13
2017-09-01,2018,70022085,"Atliq e Store",USA,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,22,120.1266,2642.79
2017-09-01,2018,70023031,"Atliq Exclusive",Canada,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,4,120.1266,480.51
2017-09-01,2018,80001019,Neptune,China,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,5,120.1266,600.63
2017-09-01,2018,80006154,Synthetic,Philiphines,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,20,120.1266,2402.53
2017-09-01,2018,80006155,Novus,Philiphines,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,4,120.1266,480.51
2017-09-01,2018,80007195,Sage,"South Korea",A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,137,120.1266,16457.34
2017-09-01,2018,90001021,Taobao,China,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,3,120.1266,360.38
2017-09-01,2018,90002001,"Reliance Digital",India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,33,120.1266,3964.18
2017-09-01,2018,90002002,Croma,India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,24,120.1266,2883.04
2017-09-01,2018,90002003,Ezone,India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,42,120.1266,5045.32
2017-09-01,2018,90002005,Lotus,India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,18,120.1266,2162.28
2017-09-01,2018,90002006,Viveks,India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,36,120.1266,4324.56
2017-09-01,2018,90002007,Girias,India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,25,120.1266,3003.17
2017-09-01,2018,90002009,Flipkart,India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,74,120.1266,8889.37
2017-09-01,2018,90002010,Ebay,India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,60,120.1266,7207.60
2017-09-01,2018,90002011,"Atliq Exclusive",India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,37,120.1266,4444.68
2017-09-01,2018,90002013,Electricalslytical,India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,20,120.1266,2402.53
2017-09-01,2018,90002014,Expression,India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,23,120.1266,2762.91
2017-09-01,2018,90002015,Propel,India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,48,120.1266,5766.08
2017-09-01,2018,90003179,"Acclaimed Stores",Indonesia,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,5,120.1266,600.63
2017-09-01,2018,90006153,Insight,Philiphines,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,3,120.1266,360.38
2017-09-01,2018,90007197,"Amazon ","South Korea",A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,18,120.1266,2162.28
2017-09-01,2018,90008165,"Forward Stores",Australia,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,9,120.1266,1081.14
2017-09-01,2018,90008166,Sound,Australia,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,16,120.1266,1922.03
2017-09-01,2018,90008167,Electricalsocity,Australia,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,17,120.1266,2042.15
2017-09-01,2018,90011185,"Epic Stores",France,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,9,120.1266,1081.14
2017-09-01,2018,90011186,Elite,France,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,9,120.1266,1081.14
2017-09-01,2018,90011187,"Chip 7",France,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,9,120.1266,1081.14
2017-09-01,2018,90011189,UniEuro,France,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,11,120.1266,1321.39
2017-09-01,2018,90011190,"Media Markt",France,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,4,120.1266,480.51
2017-09-01,2018,90011191,Sorefoz,France,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,3,120.1266,360.38
2017-09-01,2018,90012033,Digimarket,Germany,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,0,120.1266,0.00
2017-09-01,2018,90012034,Otto,Germany,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,0,120.1266,0.00
2017-09-01,2018,90012035,Notebillig,Germany,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,0,120.1266,0.00
2017-09-01,2018,90012037,Saturn,Germany,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,0,120.1266,0.00
2017-09-01,2018,90012038,Expert,Germany,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,0,120.1266,0.00
2017-09-01,2018,90012039,"Currys (Dixons Carphone)",Germany,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,0,120.1266,0.00
2017-09-01,2018,90012041,"Amazon ",Germany,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,0,120.1266,0.00
2017-09-01,2018,90013117,Euronics,Italy,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,2,120.1266,240.25
2017-09-01,2018,90013118,Fnac-Darty,Italy,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,2,120.1266,240.25
2017-09-01,2018,90013119,"Argos (Sainsbury's)",Italy,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,1,120.1266,120.13
2017-09-01,2018,90013121,Boulanger,Italy,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,1,120.1266,120.13
2017-09-01,2018,90013122,"Radio Popular",Italy,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,1,120.1266,120.13
2017-09-01,2018,90013123,Expert,Italy,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,3,120.1266,360.38
2017-09-01,2018,90016171,"Electricalsara Stores",Poland,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,1,120.1266,120.13
2017-09-01,2018,90016173,Expert,Poland,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,1,120.1266,120.13
2017-09-01,2018,90016175,"Argos (Sainsbury's)",Poland,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,1,120.1266,120.13
2017-09-01,2018,90022071,"Acclaimed Stores",USA,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,16,120.1266,1922.03
2017-09-01,2018,90022073,Control,USA,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,29,120.1266,3483.67
2017-09-01,2018,90022074,Flipkart,USA,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,32,120.1266,3844.05
2017-09-01,2018,90022075,BestBuy,USA,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,19,120.1266,2282.41
2017-09-01,2018,90022077,"Radio Shack",USA,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,23,120.1266,2762.91
2017-09-01,2018,90022078,Costco,USA,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,29,120.1266,3483.67
2017-09-01,2018,90022079,walmart,USA,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,19,120.1266,2282.41
2017-09-01,2018,90022081,Amazon,USA,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,38,120.1266,4564.81
2017-09-01,2018,90022082,"Amazon ",USA,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,5,120.1266,600.63
2017-09-01,2018,90022083,Ebay,USA,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,26,120.1266,3123.29
2017-09-01,2018,90023022,"Nomad Stores",Canada,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,2,120.1266,240.25
2017-09-01,2018,90023023,Amazon,Canada,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,2,120.1266,240.25
2017-09-01,2018,90023025,"Premium Stores",Canada,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,2,120.1266,240.25
2017-09-01,2018,90023026,Relief,Canada,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,1,120.1266,120.13
2017-09-01,2018,90023027,Costco,Canada,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,3,120.1266,360.38
2017-09-01,2018,90023029,Staples,Canada,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,1,120.1266,120.13
2017-09-01,2018,90023030,"Amazon ",Canada,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,3,120.1266,360.38
2017-09-01,2018,90027207,"Amazon ",Brazil,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,6,120.1266,720.76
2017-09-01,2018,70002017,"Atliq Exclusive",India,A1119150203,"AQ 5000 Series Electron 8 5900X Desktop Processor",Premium,37,117.2387,4337.83
2017-09-01,2018,70002018,"Atliq e Store",India,A1119150203,"AQ 5000 Series Electron 8 5900X Desktop Processor",Premium,59,117.2387,6917.08
2017-09-01,2018,70003181,"Atliq Exclusive",Indonesia,A1119150203,"AQ 5000 Series Electron 8 5900X Desktop Processor",Premium,5,117.2387,586.19
2017-09-01,2018,70003182,"Atliq e Store",Indonesia,A1119150203,"AQ 5000 Series Electron 8 5900X Desktop Processor",Premium,16,117.2387,1875.82
2017-09-01,2018,70006157,"Atliq Exclusive",Philiphines,A1119150203,"AQ 5000 Series Electron 8 5900X Desktop Processor",Premium,5,117.2387,586.19
2017-09-01,2018,70006158,"Atliq e Store",Philiphines,A1119150203,"AQ 5000 Series Electron 8 5900X Desktop Processor",Premium,2,117.2387,234.48
2017-09-01,2018,70007198,"Atliq Exclusive","South Korea",A1119150203,"AQ 5000 Series Electron 8 5900X Desktop Processor",Premium,22,117.2387,2579.25
