date,fiscal_year,customer_code,customer,market,product_code,product,variant,sold_quantity,gross_price,total_gross_price,pre_invoice_deduction_pct,net_invoice_sale
2017-09-01,2018,80007195,Sage,"South Korea",A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,138,105.17,14512.92,0.30,10159.04
2017-09-01,2018,90001021,Taobao,China,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,1,105.17,105.17,0.28,75.72
2017-09-01,2018,90002001,"Reliance Digital",India,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,14,105.17,1472.33,0.25,1104.25
2017-09-01,2018,90002002,Croma,India,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,8,105.17,841.33,0.20,673.06
2017-09-01,2018,90002003,Ezone,India,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,7,105.17,736.16,0.28,530.04
2017-09-01,2018,90002005,Lotus,India,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,38,105.17,3996.31,0.21,3157.08
2017-09-01,2018,90002006,Viveks,India,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,21,105.17,2208.49,0.29,1568.03
2017-09-01,2018,90002007,Girias,India,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,34,105.17,3575.65,0.23,2753.25
2017-09-01,2018,90002009,Flipkart,India,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,12,105.17,1261.99,0.22,984.35
2017-09-01,2018,90002010,Ebay,India,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,32,105.17,3365.32,0.22,2624.95
2017-09-01,2018,90002011,"Atliq Exclusive",India,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,24,105.17,2523.99,0.29,1792.03
2017-09-01,2018,90002013,Electricalslytical,India,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,52,105.17,5468.64,0.26,4046.79
2017-09-01,2018,90002014,Expression,India,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,20,105.17,2103.32,0.30,1472.32
2017-09-01,2018,90002015,Propel,India,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,59,105.17,6204.80,0.29,4405.41
2017-09-01,2018,90003179,"Acclaimed Stores",Indonesia,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,4,105.17,420.66,0.22,328.11
2017-09-01,2018,90006153,Insight,Philiphines,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,6,105.17,631.00,0.30,441.70
2017-09-01,2018,90007197,"Amazon ","South Korea",A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,15,105.17,1577.49,0.20,1261.99
2017-09-01,2018,90008165,"Forward Stores",Australia,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,16,105.17,1682.66,0.28,1211.52
2017-09-01,2018,90008166,Sound,Australia,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,18,105.17,1892.99,0.29,1344.02
2017-09-01,2018,90008167,Electricalsocity,Australia,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,15,105.17,1577.49,0.19,1277.77
2017-09-01,2018,90011185,"Epic Stores",France,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,10,105.17,1051.66,0.28,757.20
2017-09-01,2018,90011186,Elite,France,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,3,105.17,315.50,0.21,249.25
2017-09-01,2018,90011187,"Chip 7",France,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,10,105.17,1051.66,0.29,746.68
2017-09-01,2018,90011189,UniEuro,France,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,10,105.17,1051.66,0.30,736.16
2017-09-01,2018,90011190,"Media Markt",France,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,4,105.17,420.66,0.27,307.08
2017-09-01,2018,90011191,Sorefoz,France,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,2,105.17,210.33,0.23,161.95
2017-09-01,2018,90012033,Digimarket,Germany,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,0,105.17,0.00,0.28,0.00
2017-09-01,2018,90012034,Otto,Germany,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,0,105.17,0.00,0.20,0.00
2017-09-01,2018,90012035,Notebillig,Germany,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,0,105.17,0.00,0.28,0.00
2017-09-01,2018,90012037,Saturn,Germany,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,0,105.17,0.00,0.22,0.00
2017-09-01,2018,90012038,Expert,Germany,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,0,105.17,0.00,0.29,0.00
2017-09-01,2018,90012039,"Currys (Dixons Carphone)",Germany,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,0,105.17,0.00,0.23,0.00
2017-09-01,2018,90012041,"Amazon ",Germany,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,0,105.17,0.00,0.26,0.00
2017-09-01,2018,90013117,Euronics,Italy,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,1,105.17,105.17,0.20,84.14
2017-09-01,2018,90013119,"Argos (Sainsbury's)",Italy,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,3,105.17,315.50,0.28,227.16
2017-09-01,2018,90013121,Boulanger,Italy,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,2,105.17,210.33,0.26,155.64
2017-09-01,2018,90013122,"Radio Popular",Italy,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,2,105.17,210.33,0.19,170.37
2017-09-01,2018,90013123,Expert,Italy,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,1,105.17,105.17,0.26,77.83
2017-09-01,2018,90016171,"Electricalsara Stores",Poland,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,1,105.17,105.17,0.27,76.77
2017-09-01,2018,90016173,Expert,Poland,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,1,105.17,105.17,0.21,83.08
2017-09-01,2018,90022071,"Acclaimed Stores",USA,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,13,105.17,1367.16,0.19,1107.40
2017-09-01,2018,90022073,Control,USA,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,18,105.17,1892.99,0.28,1362.95
2017-09-01,2018,90022074,Flipkart,USA,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,14,105.17,1472.33,0.27,1074.80
2017-09-01,2018,90022075,BestBuy,USA,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,19,105.17,1998.16,0.26,1478.64
2017-09-01,2018,90022077,"Radio Shack",USA,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,22,105.17,2313.65,0.24,1758.37
2017-09-01,2018,90022078,Costco,USA,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,22,105.17,2313.65,0.29,1642.69
2017-09-01,2018,90022079,walmart,USA,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,7,105.17,736.16,0.28,530.04
2017-09-01,2018,90022081,Amazon,USA,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,38,105.17,3996.31,0.30,2797.42
2017-09-01,2018,90022082,"Amazon ",USA,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,24,105.17,2523.99,0.30,1766.79
2017-09-01,2018,90022083,Ebay,USA,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,30,105.17,3154.98,0.26,2334.69
2017-09-01,2018,90023022,"Nomad Stores",Canada,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,1,105.17,105.17,0.21,83.08
2017-09-01,2018,90023023,Amazon,Canada,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,5,105.17,525.83,0.28,378.60
2017-09-01,2018,90023025,"Premium Stores",Canada,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,4,105.17,420.66,0.29,298.67
2017-09-01,2018,90023026,Relief,Canada,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,1,105.17,105.17,0.30,73.62
2017-09-01,2018,90023027,Costco,Canada,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,1,105.17,105.17,0.28,75.72
2017-09-01,2018,90023029,Staples,Canada,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,3,105.17,315.50,0.22,246.09
2017-09-01,2018,90023030,"Amazon ",Canada,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,4,105.17,420.66,0.21,332.32
2017-09-01,2018,90027207,"Amazon ",Brazil,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,9,105.17,946.49,0.28,681.47
2017-09-01,2018,70002017,"Atliq Exclusive",India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,47,111.90,5259.48,0.08,4838.72
2017-09-01,2018,70002018,"Atliq e Store",India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,55,111.90,6154.71,0.30,4308.30
2017-09-01,2018,70003181,"Atliq Exclusive",Indonesia,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,12,111.90,1342.85,0.05,1275.71
2017-09-01,2018,70003182,"Atliq e Store",Indonesia,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,9,111.90,1007.14,0.24,765.43
2017-09-01,2018,70006157,"Atliq Exclusive",Philiphines,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,2,111.90,223.81,0.11,199.19
2017-09-01,2018,70006158,"Atliq e Store",Philiphines,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,4,111.90,447.62,0.19,362.57
2017-09-01,2018,70007198,"Atliq Exclusive","South Korea",A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,11,111.90,1230.94,0.07,1144.77
2017-09-01,2018,70007199,"Atliq e Store","South Korea",A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,17,111.90,1902.37,0.26,1407.75
2017-09-01,2018,70008169,"Atliq Exclusive",Australia,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,9,111.90,1007.14,0.10,906.43
2017-09-01,2018,70008170,"Atliq e Store",Australia,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,16,111.90,1790.46,0.19,1450.27
2017-09-01,2018,70011193,"Atliq Exclusive",France,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,9,111.90,1007.14,0.05,956.78
2017-09-01,2018,70011194,"Atliq e Store",France,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,5,111.90,559.52,0.20,447.62
2017-09-01,2018,70012042,"Atliq Exclusive",Germany,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,0,111.90,0.00,0.10,0.00
2017-09-01,2018,70012043,"Atliq e Store",Germany,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,0,111.90,0.00,0.26,0.00
2017-09-01,2018,70013125,"Atliq Exclusive",Italy,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,1,111.90,111.90,0.06,105.19
2017-09-01,2018,70013126,"Atliq e Store",Italy,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,1,111.90,111.90,0.25,83.93
2017-09-01,2018,70022085,"Atliq e Store",USA,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,10,111.90,1119.04,0.20,895.23
2017-09-01,2018,70023031,"Atliq Exclusive",Canada,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,2,111.90,223.81,0.10,201.43
2017-09-01,2018,80001019,Neptune,China,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,3,111.90,335.71,0.28,241.71
2017-09-01,2018,80006154,Synthetic,Philiphines,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,14,111.90,1566.65,0.27,1143.65
2017-09-01,2018,80006155,Novus,Philiphines,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,29,111.90,3245.21,0.28,2336.55
2017-09-01,2018,80007195,Sage,"South Korea",A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,137,111.90,15330.83,0.30,10731.58
2017-09-01,2018,90001021,Taobao,China,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,2,111.90,223.81,0.28,161.14
2017-09-01,2018,90002001,"Reliance Digital",India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,28,111.90,3133.31,0.25,2349.98
2017-09-01,2018,90002002,Croma,India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,61,111.90,6826.14,0.20,5460.91
2017-09-01,2018,90002003,Ezone,India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,53,111.90,5930.91,0.28,4270.26
2017-09-01,2018,90002005,Lotus,India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,40,111.90,4476.16,0.21,3536.17
2017-09-01,2018,90002006,Viveks,India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,8,111.90,895.23,0.29,635.61
2017-09-01,2018,90002007,Girias,India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,60,111.90,6714.23,0.23,5169.96
2017-09-01,2018,90002009,Flipkart,India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,73,111.90,8168.98,0.22,6371.80
2017-09-01,2018,90002010,Ebay,India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,56,111.90,6266.62,0.22,4887.96
2017-09-01,2018,90002011,"Atliq Exclusive",India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,51,111.90,5707.10,0.29,4052.04
2017-09-01,2018,90002013,Electricalslytical,India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,56,111.90,6266.62,0.26,4637.30
2017-09-01,2018,90002014,Expression,India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,28,111.90,3133.31,0.30,2193.32
2017-09-01,2018,90002015,Propel,India,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,39,111.90,4364.25,0.29,3098.62
2017-09-01,2018,90003179,"Acclaimed Stores",Indonesia,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,2,111.90,223.81,0.22,174.57
2017-09-01,2018,90006153,Insight,Philiphines,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,5,111.90,559.52,0.30,391.66
2017-09-01,2018,90007197,"Amazon ","South Korea",A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,35,111.90,3916.64,0.20,3133.31
2017-09-01,2018,90008165,"Forward Stores",Australia,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,12,111.90,1342.85,0.28,966.85
2017-09-01,2018,90008166,Sound,Australia,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,13,111.90,1454.75,0.29,1032.87
2017-09-01,2018,90008167,Electricalsocity,Australia,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,18,111.90,2014.27,0.19,1631.56
2017-09-01,2018,90011185,"Epic Stores",France,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,10,111.90,1119.04,0.28,805.71
2017-09-01,2018,90011186,Elite,France,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,3,111.90,335.71,0.21,265.21
2017-09-01,2018,90011187,"Chip 7",France,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,3,111.90,335.71,0.29,238.35
2017-09-01,2018,90011189,UniEuro,France,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,11,111.90,1230.94,0.30,861.66
2017-09-01,2018,90011190,"Media Markt",France,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,10,111.90,1119.04,0.27,816.90
2017-09-01,2018,90011191,Sorefoz,France,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,10,111.90,1119.04,0.23,861.66
2017-09-01,2018,90012033,Digimarket,Germany,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,0,111.90,0.00,0.28,0.00
2017-09-01,2018,90012034,Otto,Germany,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,0,111.90,0.00,0.20,0.00
2017-09-01,2018,90012035,Notebillig,Germany,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,0,111.90,0.00,0.28,0.00
2017-09-01,2018,90012037,Saturn,Germany,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,0,111.90,0.00,0.22,0.00
2017-09-01,2018,90012038,Expert,Germany,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,0,111.90,0.00,0.29,0.00
2017-09-01,2018,90012039,"Currys (Dixons Carphone)",Germany,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,0,111.90,0.00,0.23,0.00
2017-09-01,2018,90012041,"Amazon ",Germany,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,0,111.90,0.00,0.26,0.00
2017-09-01,2018,90013117,Euronics,Italy,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,2,111.90,223.81,0.20,179.05
2017-09-01,2018,90013119,"Argos (Sainsbury's)",Italy,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,3,111.90,335.71,0.28,241.71
2017-09-01,2018,90013122,"Radio Popular",Italy,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,2,111.90,223.81,0.19,181.29
2017-09-01,2018,90013123,Expert,Italy,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,1,111.90,111.90,0.26,82.81
2017-09-01,2018,90016171,"Electricalsara Stores",Poland,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,1,111.90,111.90,0.27,81.69
2017-09-01,2018,90016173,Expert,Poland,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,1,111.90,111.90,0.21,88.40
2017-09-01,2018,90016175,"Argos (Sainsbury's)",Poland,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,1,111.90,111.90,0.26,82.81
2017-09-01,2018,90022071,"Acclaimed Stores",USA,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,13,111.90,1454.75,0.19,1178.35
2017-09-01,2018,90022073,Control,USA,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,26,111.90,2909.50,0.28,2094.84
2017-09-01,2018,90022074,Flipkart,USA,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,23,111.90,2573.79,0.27,1878.87
2017-09-01,2018,90022075,BestBuy,USA,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,10,111.90,1119.04,0.26,828.09
2017-09-01,2018,90022077,"Radio Shack",USA,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,24,111.90,2685.69,0.24,2041.12
2017-09-01,2018,90022078,Costco,USA,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,28,111.90,3133.31,0.29,2224.65
2017-09-01,2018,90022079,walmart,USA,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,20,111.90,2238.08,0.28,1611.42
2017-09-01,2018,90022081,Amazon,USA,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,12,111.90,1342.85,0.30,940.00
2017-09-01,2018,90022082,"Amazon ",USA,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,27,111.90,3021.41,0.30,2114.99
2017-09-01,2018,90022083,Ebay,USA,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,9,111.90,1007.14,0.26,745.28
2017-09-01,2018,90023022,"Nomad Stores",Canada,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,2,111.90,223.81,0.21,176.81
2017-09-01,2018,90023023,Amazon,Canada,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,5,111.90,559.52,0.28,402.85
2017-09-01,2018,90023025,"Premium Stores",Canada,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,3,111.90,335.71,0.29,238.35
2017-09-01,2018,90023026,Relief,Canada,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,2,111.90,223.81,0.30,156.67
2017-09-01,2018,90023027,Costco,Canada,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,2,111.90,223.81,0.28,161.14
2017-09-01,2018,90023029,Staples,Canada,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,1,111.90,111.90,0.22,87.28
2017-09-01,2018,90023030,"Amazon ",Canada,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,1,111.90,111.90,0.21,88.40
2017-09-01,2018,90027207,"Amazon ",Brazil,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,1,111.90,111.90,0.28,80.57
2017-09-01,2018,70002017,"Atliq Exclusive",India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,8,120.13,961.01,0.08,884.13
2017-09-01,2018,70002018,"Atliq e Store",India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,10,120.13,1201.27,0.30,840.89
2017-09-01,2018,70003181,"Atliq Exclusive",Indonesia,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,9,120.13,1081.14,0.05,1027.08
2017-09-01,2018,70003182,"Atliq e Store",Indonesia,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,11,120.13,1321.39,0.24,1004.26
2017-09-01,2018,70006157,"Atliq Exclusive",Philiphines,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,5,120.13,600.63,0.11,534.56
2017-09-01,2018,70006158,"Atliq e Store",Philiphines,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,1,120.13,120.13,0.19,97.31
2017-09-01,2018,70007198,"Atliq Exclusive","South Korea",A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,21,120.13,2522.66,0.07,2346.07
2017-09-01,2018,70007199,"Atliq e Store","South Korea",A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,26,120.13,3123.29,0.26,2311.23
2017-09-01,2018,70008169,"Atliq Exclusive",Australia,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,17,120.13,2042.15,0.10,1837.94
2017-09-01,2018,70008170,"Atliq e Store",Australia,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,8,120.13,961.01,0.19,778.42
2017-09-01,2018,70011193,"Atliq Exclusive",France,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,8,120.13,961.01,0.05,912.96
2017-09-01,2018,70011194,"Atliq e Store",France,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,7,120.13,840.89,0.20,672.71
2017-09-01,2018,70012042,"Atliq Exclusive",Germany,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,0,120.13,0.00,0.10,0.00
2017-09-01,2018,70012043,"Atliq e Store",Germany,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,0,120.13,0.00,0.26,0.00
2017-09-01,2018,70013125,"Atliq Exclusive",Italy,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,2,120.13,240.25,0.06,225.84
2017-09-01,2018,70013126,"Atliq e Store",Italy,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,2,120.13,240.25,0.25,180.19
2017-09-01,2018,70016177,"Atliq Exclusive",Poland,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,1,120.13,120.13,0.09,109.32
2017-09-01,2018,70016178,"Atliq e Store",Poland,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,1,120.13,120.13,0.19,97.31
2017-09-01,2018,70022085,"Atliq e Store",USA,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,22,120.13,2642.79,0.20,2114.23
2017-09-01,2018,70023031,"Atliq Exclusive",Canada,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,4,120.13,480.51,0.10,432.46
2017-09-01,2018,80001019,Neptune,China,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,5,120.13,600.63,0.28,432.45
2017-09-01,2018,80006154,Synthetic,Philiphines,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,20,120.13,2402.53,0.27,1753.85
2017-09-01,2018,80006155,Novus,Philiphines,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,4,120.13,480.51,0.28,345.97
2017-09-01,2018,80007195,Sage,"South Korea",A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,137,120.13,16457.34,0.30,11520.14
2017-09-01,2018,90001021,Taobao,China,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,3,120.13,360.38,0.28,259.47
2017-09-01,2018,90002001,"Reliance Digital",India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,33,120.13,3964.18,0.25,2973.14
2017-09-01,2018,90002002,Croma,India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,24,120.13,2883.04,0.20,2306.43
2017-09-01,2018,90002003,Ezone,India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,42,120.13,5045.32,0.28,3632.63
2017-09-01,2018,90002005,Lotus,India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,18,120.13,2162.28,0.21,1708.20
2017-09-01,2018,90002006,Viveks,India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,36,120.13,4324.56,0.29,3070.44
2017-09-01,2018,90002007,Girias,India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,25,120.13,3003.17,0.23,2312.44
2017-09-01,2018,90002009,Flipkart,India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,74,120.13,8889.37,0.22,6933.71
2017-09-01,2018,90002010,Ebay,India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,60,120.13,7207.60,0.22,5621.93
2017-09-01,2018,90002011,"Atliq Exclusive",India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,37,120.13,4444.68,0.29,3155.72
2017-09-01,2018,90002013,Electricalslytical,India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,20,120.13,2402.53,0.26,1777.87
2017-09-01,2018,90002014,Expression,India,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,23,120.13,2762.91,0.30,1934.04
