date,fiscal_year,customer_code,customer,market,product_code,product,variant,sold_quantity,gross_price,total_gross_price,pre_invoice_deduction_pct,pre_invoice_deduction_amt,net_invoice_sale_amt
2017-09-01,2018,90008167,Electricalsocity,Australia,A0418150101,"AQ Mforce Gen X","Standard 1",7,15.88,111.13,0.19,21.11,90.02
2017-09-01,2018,90011185,"Epic Stores",France,A0418150101,"AQ Mforce Gen X","Standard 1",8,15.88,127.00,0.28,35.56,91.44
2017-09-01,2018,90011186,Elite,France,A0418150101,"AQ Mforce Gen X","Standard 1",5,15.88,79.38,0.21,16.67,62.71
2017-09-01,2018,90011187,"Chip 7",France,A0418150101,"AQ Mforce Gen X","Standard 1",4,15.88,63.50,0.29,18.42,45.08
2017-09-01,2018,90011189,UniEuro,France,A0418150101,"AQ Mforce Gen X","Standard 1",11,15.88,174.63,0.30,52.39,122.24
2017-09-01,2018,90011190,"Media Markt",France,A0418150101,"AQ Mforce Gen X","Standard 1",7,15.88,111.13,0.27,30.01,81.12
2017-09-01,2018,90011191,Sorefoz,France,A0418150101,"AQ Mforce Gen X","Standard 1",9,15.88,142.88,0.23,32.86,110.02
2017-09-01,2018,90012033,Digimarket,Germany,A0418150101,"AQ Mforce Gen X","Standard 1",0,15.88,0.00,0.28,0.00,0.00
2017-09-01,2018,90012034,Otto,Germany,A0418150101,"AQ Mforce Gen X","Standard 1",0,15.88,0.00,0.20,0.00,0.00
2017-09-01,2018,90012035,Notebillig,Germany,A0418150101,"AQ Mforce Gen X","Standard 1",0,15.88,0.00,0.28,0.00,0.00
2017-09-01,2018,90012037,Saturn,Germany,A0418150101,"AQ Mforce Gen X","Standard 1",0,15.88,0.00,0.22,0.00,0.00
2017-09-01,2018,90012038,Expert,Germany,A0418150101,"AQ Mforce Gen X","Standard 1",0,15.88,0.00,0.29,0.00,0.00
2017-09-01,2018,90012039,"Currys (Dixons Carphone)",Germany,A0418150101,"AQ Mforce Gen X","Standard 1",0,15.88,0.00,0.23,0.00,0.00
2017-09-01,2018,90012041,"Amazon ",Germany,A0418150101,"AQ Mforce Gen X","Standard 1",0,15.88,0.00,0.26,0.00,0.00
2017-09-01,2018,90013117,Euronics,Italy,A0418150101,"AQ Mforce Gen X","Standard 1",3,15.88,47.63,0.20,9.53,38.10
2017-09-01,2018,90013118,Fnac-Darty,Italy,A0418150101,"AQ Mforce Gen X","Standard 1",1,15.88,15.88,0.26,4.13,11.75
2017-09-01,2018,90013119,"Argos (Sainsbury's)",Italy,A0418150101,"AQ Mforce Gen X","Standard 1",3,15.88,47.63,0.28,13.34,34.29
2017-09-01,2018,90013121,Boulanger,Italy,A0418150101,"AQ Mforce Gen X","Standard 1",3,15.88,47.63,0.26,12.38,35.25
2017-09-01,2018,90013122,"Radio Popular",Italy,A0418150101,"AQ Mforce Gen X","Standard 1",1,15.88,15.88,0.19,3.02,12.86
2017-09-01,2018,90013123,Expert,Italy,A0418150101,"AQ Mforce Gen X","Standard 1",2,15.88,31.75,0.26,8.26,23.49
2017-09-01,2018,90016171,"Electricalsara Stores",Poland,A0418150101,"AQ Mforce Gen X","Standard 1",1,15.88,15.88,0.27,4.29,11.59
2017-09-01,2018,90016173,Expert,Poland,A0418150101,"AQ Mforce Gen X","Standard 1",1,15.88,15.88,0.21,3.33,12.55
2017-09-01,2018,90016174,"Currys (Dixons Carphone)",Poland,A0418150101,"AQ Mforce Gen X","Standard 1",1,15.88,15.88,0.21,3.33,12.55
2017-09-01,2018,90016175,"Argos (Sainsbury's)",Poland,A0418150101,"AQ Mforce Gen X","Standard 1",1,15.88,15.88,0.26,4.13,11.75
2017-09-01,2018,90022071,"Acclaimed Stores",USA,A0418150101,"AQ Mforce Gen X","Standard 1",8,15.88,127.00,0.19,24.13,102.87
2017-09-01,2018,90022073,Control,USA,A0418150101,"AQ Mforce Gen X","Standard 1",35,15.88,555.64,0.28,155.58,400.06
2017-09-01,2018,90022074,Flipkart,USA,A0418150101,"AQ Mforce Gen X","Standard 1",27,15.88,428.63,0.27,115.73,312.90
2017-09-01,2018,90022075,BestBuy,USA,A0418150101,"AQ Mforce Gen X","Standard 1",44,15.88,698.51,0.26,181.61,516.90
2017-09-01,2018,90022077,"Radio Shack",USA,A0418150101,"AQ Mforce Gen X","Standard 1",16,15.88,254.00,0.24,60.96,193.04
2017-09-01,2018,90022078,Costco,USA,A0418150101,"AQ Mforce Gen X","Standard 1",11,15.88,174.63,0.29,50.64,123.99
2017-09-01,2018,90022079,walmart,USA,A0418150101,"AQ Mforce Gen X","Standard 1",16,15.88,254.00,0.28,71.12,182.88
2017-09-01,2018,90022081,Amazon,USA,A0418150101,"AQ Mforce Gen X","Standard 1",43,15.88,682.64,0.30,204.79,477.85
2017-09-01,2018,90022082,"Amazon ",USA,A0418150101,"AQ Mforce Gen X","Standard 1",27,15.88,428.63,0.30,128.59,300.04
2017-09-01,2018,90022083,Ebay,USA,A0418150101,"AQ Mforce Gen X","Standard 1",41,15.88,650.89,0.26,169.23,481.66
2017-09-01,2018,90023022,"Nomad Stores",Canada,A0418150101,"AQ Mforce Gen X","Standard 1",3,15.88,47.63,0.21,10.00,37.63
2017-09-01,2018,90023023,Amazon,Canada,A0418150101,"AQ Mforce Gen X","Standard 1",9,15.88,142.88,0.28,40.01,102.87
2017-09-01,2018,90023025,"Premium Stores",Canada,A0418150101,"AQ Mforce Gen X","Standard 1",2,15.88,31.75,0.29,9.21,22.54
2017-09-01,2018,90023026,Relief,Canada,A0418150101,"AQ Mforce Gen X","Standard 1",4,15.88,63.50,0.30,19.05,44.45
2017-09-01,2018,90023027,Costco,Canada,A0418150101,"AQ Mforce Gen X","Standard 1",3,15.88,47.63,0.28,13.34,34.29
2017-09-01,2018,90023029,Staples,Canada,A0418150101,"AQ Mforce Gen X","Standard 1",2,15.88,31.75,0.22,6.99,24.76
2017-09-01,2018,90023030,"Amazon ",Canada,A0418150101,"AQ Mforce Gen X","Standard 1",5,15.88,79.38,0.21,16.67,62.71
2017-09-01,2018,90027207,"Amazon ",Brazil,A0418150101,"AQ Mforce Gen X","Standard 1",12,15.88,190.50,0.28,53.34,137.16
2017-09-01,2018,70002017,"Atliq Exclusive",India,A0418150102,"AQ Mforce Gen X","Standard 2",17,16.63,282.68,0.08,22.61,260.07
2017-09-01,2018,70002018,"Atliq e Store",India,A0418150102,"AQ Mforce Gen X","Standard 2",75,16.63,1247.11,0.30,374.13,872.98
2017-09-01,2018,70003181,"Atliq Exclusive",Indonesia,A0418150102,"AQ Mforce Gen X","Standard 2",26,16.63,432.33,0.05,21.62,410.71
2017-09-01,2018,70003182,"Atliq e Store",Indonesia,A0418150102,"AQ Mforce Gen X","Standard 2",4,16.63,66.51,0.24,15.96,50.55
2017-09-01,2018,70006157,"Atliq Exclusive",Philiphines,A0418150102,"AQ Mforce Gen X","Standard 2",10,16.63,166.28,0.11,18.29,147.99
2017-09-01,2018,70006158,"Atliq e Store",Philiphines,A0418150102,"AQ Mforce Gen X","Standard 2",6,16.63,99.77,0.19,18.96,80.81
2017-09-01,2018,70007198,"Atliq Exclusive","South Korea",A0418150102,"AQ Mforce Gen X","Standard 2",14,16.63,232.79,0.07,16.30,216.49
2017-09-01,2018,70007199,"Atliq e Store","South Korea",A0418150102,"AQ Mforce Gen X","Standard 2",30,16.63,498.84,0.26,129.70,369.14
2017-09-01,2018,70008169,"Atliq Exclusive",Australia,A0418150102,"AQ Mforce Gen X","Standard 2",23,16.63,382.45,0.10,38.25,344.20
2017-09-01,2018,70008170,"Atliq e Store",Australia,A0418150102,"AQ Mforce Gen X","Standard 2",23,16.63,382.45,0.19,72.67,309.78
2017-09-01,2018,70011193,"Atliq Exclusive",France,A0418150102,"AQ Mforce Gen X","Standard 2",10,16.63,166.28,0.05,8.31,157.97
2017-09-01,2018,70011194,"Atliq e Store",France,A0418150102,"AQ Mforce Gen X","Standard 2",2,16.63,33.26,0.20,6.65,26.61
2017-09-01,2018,70012042,"Atliq Exclusive",Germany,A0418150102,"AQ Mforce Gen X","Standard 2",0,16.63,0.00,0.10,0.00,0.00
2017-09-01,2018,70012043,"Atliq e Store",Germany,A0418150102,"AQ Mforce Gen X","Standard 2",0,16.63,0.00,0.26,0.00,0.00
2017-09-01,2018,70013125,"Atliq Exclusive",Italy,A0418150102,"AQ Mforce Gen X","Standard 2",4,16.63,66.51,0.06,3.99,62.52
2017-09-01,2018,70013126,"Atliq e Store",Italy,A0418150102,"AQ Mforce Gen X","Standard 2",3,16.63,49.88,0.25,12.47,37.41
2017-09-01,2018,70016177,"Atliq Exclusive",Poland,A0418150102,"AQ Mforce Gen X","Standard 2",2,16.63,33.26,0.09,2.99,30.27
2017-09-01,2018,70016178,"Atliq e Store",Poland,A0418150102,"AQ Mforce Gen X","Standard 2",1,16.63,16.63,0.19,3.16,13.47
2017-09-01,2018,70022085,"Atliq e Store",USA,A0418150102,"AQ Mforce Gen X","Standard 2",6,16.63,99.77,0.20,19.95,79.82
2017-09-01,2018,70023031,"Atliq Exclusive",Canada,A0418150102,"AQ Mforce Gen X","Standard 2",3,16.63,49.88,0.10,4.99,44.89
2017-09-01,2018,80001019,Neptune,China,A0418150102,"AQ Mforce Gen X","Standard 2",6,16.63,99.77,0.28,27.94,71.83
2017-09-01,2018,80006154,Synthetic,Philiphines,A0418150102,"AQ Mforce Gen X","Standard 2",42,16.63,698.38,0.27,188.56,509.82
2017-09-01,2018,80006155,Novus,Philiphines,A0418150102,"AQ Mforce Gen X","Standard 2",47,16.63,781.52,0.28,218.83,562.69
2017-09-01,2018,80007195,Sage,"South Korea",A0418150102,"AQ Mforce Gen X","Standard 2",178,16.63,2959.80,0.30,887.94,2071.86
2017-09-01,2018,90001021,Taobao,China,A0418150102,"AQ Mforce Gen X","Standard 2",4,16.63,66.51,0.28,18.62,47.89
2017-09-01,2018,90002001,"Reliance Digital",India,A0418150102,"AQ Mforce Gen X","Standard 2",16,16.63,266.05,0.25,66.51,199.54
2017-09-01,2018,90002002,Croma,India,A0418150102,"AQ Mforce Gen X","Standard 2",18,16.63,299.31,0.20,59.86,239.45
2017-09-01,2018,90002003,Ezone,India,A0418150102,"AQ Mforce Gen X","Standard 2",85,16.63,1413.39,0.28,395.75,1017.64
2017-09-01,2018,90002005,Lotus,India,A0418150102,"AQ Mforce Gen X","Standard 2",72,16.63,1197.22,0.21,251.42,945.80
2017-09-01,2018,90002006,Viveks,India,A0418150102,"AQ Mforce Gen X","Standard 2",34,16.63,565.36,0.29,163.95,401.41
2017-09-01,2018,90002007,Girias,India,A0418150102,"AQ Mforce Gen X","Standard 2",18,16.63,299.31,0.23,68.84,230.47
2017-09-01,2018,90002009,Flipkart,India,A0418150102,"AQ Mforce Gen X","Standard 2",75,16.63,1247.11,0.22,274.36,972.75
2017-09-01,2018,90002010,Ebay,India,A0418150102,"AQ Mforce Gen X","Standard 2",89,16.63,1479.90,0.22,325.58,1154.32
2017-09-01,2018,90002011,"Atliq Exclusive",India,A0418150102,"AQ Mforce Gen X","Standard 2",79,16.63,1313.62,0.29,380.95,932.67
2017-09-01,2018,90002013,Electricalslytical,India,A0418150102,"AQ Mforce Gen X","Standard 2",32,16.63,532.10,0.26,138.35,393.75
2017-09-01,2018,90002014,Expression,India,A0418150102,"AQ Mforce Gen X","Standard 2",81,16.63,1346.88,0.30,404.06,942.82
2017-09-01,2018,90002015,Propel,India,A0418150102,"AQ Mforce Gen X","Standard 2",55,16.63,914.55,0.29,265.22,649.33
2017-09-01,2018,90003179,"Acclaimed Stores",Indonesia,A0418150102,"AQ Mforce Gen X","Standard 2",17,16.63,282.68,0.22,62.19,220.49
2017-09-01,2018,90006153,Insight,Philiphines,A0418150102,"AQ Mforce Gen X","Standard 2",3,16.63,49.88,0.30,14.96,34.92
2017-09-01,2018,90007197,"Amazon ","South Korea",A0418150102,"AQ Mforce Gen X","Standard 2",11,16.63,182.91,0.20,36.58,146.33
2017-09-01,2018,90008165,"Forward Stores",Australia,A0418150102,"AQ Mforce Gen X","Standard 2",13,16.63,216.17,0.28,60.53,155.64
2017-09-01,2018,90008166,Sound,Australia,A0418150102,"AQ Mforce Gen X","Standard 2",21,16.63,349.19,0.29,101.27,247.92
2017-09-01,2018,90008167,Electricalsocity,Australia,A0418150102,"AQ Mforce Gen X","Standard 2",9,16.63,149.65,0.19,28.43,121.22
2017-09-01,2018,90011185,"Epic Stores",France,A0418150102,"AQ Mforce Gen X","Standard 2",7,16.63,116.40,0.28,32.59,83.81
2017-09-01,2018,90011186,Elite,France,A0418150102,"AQ Mforce Gen X","Standard 2",10,16.63,166.28,0.21,34.92,131.36
2017-09-01,2018,90011187,"Chip 7",France,A0418150102,"AQ Mforce Gen X","Standard 2",16,16.63,266.05,0.29,77.15,188.90
2017-09-01,2018,90011189,UniEuro,France,A0418150102,"AQ Mforce Gen X","Standard 2",6,16.63,99.77,0.30,29.93,69.84
2017-09-01,2018,90011190,"Media Markt",France,A0418150102,"AQ Mforce Gen X","Standard 2",9,16.63,149.65,0.27,40.41,109.24
2017-09-01,2018,90011191,Sorefoz,France,A0418150102,"AQ Mforce Gen X","Standard 2",7,16.63,116.40,0.23,26.77,89.63
2017-09-01,2018,90012033,Digimarket,Germany,A0418150102,"AQ Mforce Gen X","Standard 2",0,16.63,0.00,0.28,0.00,0.00
2017-09-01,2018,90012034,Otto,Germany,A0418150102,"AQ Mforce Gen X","Standard 2",0,16.63,0.00,0.20,0.00,0.00
2017-09-01,2018,90012035,Notebillig,Germany,A0418150102,"AQ Mforce Gen X","Standard 2",0,16.63,0.00,0.28,0.00,0.00
2017-09-01,2018,90012037,Saturn,Germany,A0418150102,"AQ Mforce Gen X","Standard 2",0,16.63,0.00,0.22,0.00,0.00
2017-09-01,2018,90012038,Expert,Germany,A0418150102,"AQ Mforce Gen X","Standard 2",0,16.63,0.00,0.29,0.00,0.00
2017-09-01,2018,90012039,"Currys (Dixons Carphone)",Germany,A0418150102,"AQ Mforce Gen X","Standard 2",0,16.63,0.00,0.23,0.00,0.00
2017-09-01,2018,90012041,"Amazon ",Germany,A0418150102,"AQ Mforce Gen X","Standard 2",0,16.63,0.00,0.26,0.00,0.00
2017-09-01,2018,90013117,Euronics,Italy,A0418150102,"AQ Mforce Gen X","Standard 2",4,16.63,66.51,0.20,13.30,53.21
2017-09-01,2018,90013118,Fnac-Darty,Italy,A0418150102,"AQ Mforce Gen X","Standard 2",1,16.63,16.63,0.26,4.32,12.31
2017-09-01,2018,90013119,"Argos (Sainsbury's)",Italy,A0418150102,"AQ Mforce Gen X","Standard 2",3,16.63,49.88,0.28,13.97,35.91
2017-09-01,2018,90013121,Boulanger,Italy,A0418150102,"AQ Mforce Gen X","Standard 2",3,16.63,49.88,0.26,12.97,36.91
2017-09-01,2018,90013122,"Radio Popular",Italy,A0418150102,"AQ Mforce Gen X","Standard 2",3,16.63,49.88,0.19,9.48,40.40
2017-09-01,2018,90013123,Expert,Italy,A0418150102,"AQ Mforce Gen X","Standard 2",2,16.63,33.26,0.26,8.65,24.61
2017-09-01,2018,90016171,"Electricalsara Stores",Poland,A0418150102,"AQ Mforce Gen X","Standard 2",2,16.63,33.26,0.27,8.98,24.28
2017-09-01,2018,90016173,Expert,Poland,A0418150102,"AQ Mforce Gen X","Standard 2",1,16.63,16.63,0.21,3.49,13.14
2017-09-01,2018,90022071,"Acclaimed Stores",USA,A0418150102,"AQ Mforce Gen X","Standard 2",22,16.63,365.82,0.19,69.51,296.31
2017-09-01,2018,90022073,Control,USA,A0418150102,"AQ Mforce Gen X","Standard 2",17,16.63,282.68,0.28,79.15,203.53
2017-09-01,2018,90022074,Flipkart,USA,A0418150102,"AQ Mforce Gen X","Standard 2",56,16.63,931.17,0.27,251.42,679.75
2017-09-01,2018,90022075,BestBuy,USA,A0418150102,"AQ Mforce Gen X","Standard 2",9,16.63,149.65,0.26,38.91,110.74
2017-09-01,2018,90022077,"Radio Shack",USA,A0418150102,"AQ Mforce Gen X","Standard 2",34,16.63,565.36,0.24,135.69,429.67
2017-09-01,2018,90022078,Costco,USA,A0418150102,"AQ Mforce Gen X","Standard 2",45,16.63,748.26,0.29,217.00,531.26
2017-09-01,2018,90022079,walmart,USA,A0418150102,"AQ Mforce Gen X","Standard 2",25,16.63,415.70,0.28,116.40,299.30
2017-09-01,2018,90022081,Amazon,USA,A0418150102,"AQ Mforce Gen X","Standard 2",64,16.63,1064.20,0.30,319.26,744.94
2017-09-01,2018,90022082,"Amazon ",USA,A0418150102,"AQ Mforce Gen X","Standard 2",11,16.63,182.91,0.30,54.87,128.04
2017-09-01,2018,90022083,Ebay,USA,A0418150102,"AQ Mforce Gen X","Standard 2",13,16.63,216.17,0.26,56.20,159.97
2017-09-01,2018,90023022,"Nomad Stores",Canada,A0418150102,"AQ Mforce Gen X","Standard 2",2,16.63,33.26,0.21,6.98,26.28
2017-09-01,2018,90023023,Amazon,Canada,A0418150102,"AQ Mforce Gen X","Standard 2",9,16.63,149.65,0.28,41.90,107.75
2017-09-01,2018,90023025,"Premium Stores",Canada,A0418150102,"AQ Mforce Gen X","Standard 2",2,16.63,33.26,0.29,9.65,23.61
2017-09-01,2018,90023026,Relief,Canada,A0418150102,"AQ Mforce Gen X","Standard 2",5,16.63,83.14,0.30,24.94,58.20
2017-09-01,2018,90023027,Costco,Canada,A0418150102,"AQ Mforce Gen X","Standard 2",6,16.63,99.77,0.28,27.94,71.83
2017-09-01,2018,90023029,Staples,Canada,A0418150102,"AQ Mforce Gen X","Standard 2",2,16.63,33.26,0.22,7.32,25.94
2017-09-01,2018,90023030,"Amazon ",Canada,A0418150102,"AQ Mforce Gen X","Standard 2",2,16.63,33.26,0.21,6.98,26.28
2017-09-01,2018,90027207,"Amazon ",Brazil,A0418150102,"AQ Mforce Gen X","Standard 2",7,16.63,116.40,0.28,32.59,83.81
2017-09-01,2018,70002017,"Atliq Exclusive",India,A0418150103,"AQ Mforce Gen X","Standard 3",25,17.84,446.12,0.08,35.69,410.43
2017-09-01,2018,70002018,"Atliq e Store",India,A0418150103,"AQ Mforce Gen X","Standard 3",88,17.84,1570.35,0.30,471.11,1099.24
2017-09-01,2018,70003181,"Atliq Exclusive",Indonesia,A0418150103,"AQ Mforce Gen X","Standard 3",24,17.84,428.28,0.05,21.41,406.87
2017-09-01,2018,70003182,"Atliq e Store",Indonesia,A0418150103,"AQ Mforce Gen X","Standard 3",7,17.84,124.91,0.24,29.98,94.93
2017-09-01,2018,70006157,"Atliq Exclusive",Philiphines,A0418150103,"AQ Mforce Gen X","Standard 3",3,17.84,53.53,0.11,5.89,47.64
2017-09-01,2018,70006158,"Atliq e Store",Philiphines,A0418150103,"AQ Mforce Gen X","Standard 3",10,17.84,178.45,0.19,33.91,144.54
2017-09-01,2018,70007198,"Atliq Exclusive","South Korea",A0418150103,"AQ Mforce Gen X","Standard 3",7,17.84,124.91,0.07,8.74,116.17
2017-09-01,2018,70007199,"Atliq e Store","South Korea",A0418150103,"AQ Mforce Gen X","Standard 3",11,17.84,196.29,0.26,51.04,145.25
2017-09-01,2018,70008169,"Atliq Exclusive",Australia,A0418150103,"AQ Mforce Gen X","Standard 3",8,17.84,142.76,0.10,14.28,128.48
2017-09-01,2018,70008170,"Atliq e Store",Australia,A0418150103,"AQ Mforce Gen X","Standard 3",21,17.84,374.74,0.19,71.20,303.54
2017-09-01,2018,70011193,"Atliq Exclusive",France,A0418150103,"AQ Mforce Gen X","Standard 3",9,17.84,160.60,0.05,8.03,152.57
2017-09-01,2018,70011194,"Atliq e Store",France,A0418150103,"AQ Mforce Gen X","Standard 3",13,17.84,231.98,0.20,46.40,185.58
2017-09-01,2018,70012042,"Atliq Exclusive",Germany,A0418150103,"AQ Mforce Gen X","Standard 3",0,17.84,0.00,0.10,0.00,0.00
2017-09-01,2018,70012043,"Atliq e Store",Germany,A0418150103,"AQ Mforce Gen X","Standard 3",0,17.84,0.00,0.26,0.00,0.00
2017-09-01,2018,70013125,"Atliq Exclusive",Italy,A0418150103,"AQ Mforce Gen X","Standard 3",1,17.84,17.84,0.06,1.07,16.77
2017-09-01,2018,70013126,"Atliq e Store",Italy,A0418150103,"AQ Mforce Gen X","Standard 3",1,17.84,17.84,0.25,4.46,13.38
2017-09-01,2018,70016177,"Atliq Exclusive",Poland,A0418150103,"AQ Mforce Gen X","Standard 3",2,17.84,35.69,0.09,3.21,32.48
2017-09-01,2018,70022085,"Atliq e Store",USA,A0418150103,"AQ Mforce Gen X","Standard 3",13,17.84,231.98,0.20,46.40,185.58
2017-09-01,2018,70023031,"Atliq Exclusive",Canada,A0418150103,"AQ Mforce Gen X","Standard 3",4,17.84,71.38,0.10,7.14,64.24
2017-09-01,2018,80001019,Neptune,China,A0418150103,"AQ Mforce Gen X","Standard 3",17,17.84,303.36,0.28,84.94,218.42
2017-09-01,2018,80006154,Synthetic,Philiphines,A0418150103,"AQ Mforce Gen X","Standard 3",13,17.84,231.98,0.27,62.63,169.35
2017-09-01,2018,80006155,Novus,Philiphines,A0418150103,"AQ Mforce Gen X","Standard 3",34,17.84,606.73,0.28,169.88,436.85
2017-09-01,2018,80007195,Sage,"South Korea",A0418150103,"AQ Mforce Gen X","Standard 3",89,17.84,1588.20,0.30,476.46,1111.74
2017-09-01,2018,90001021,Taobao,China,A0418150103,"AQ Mforce Gen X","Standard 3",4,17.84,71.38,0.28,19.99,51.39
2017-09-01,2018,90002001,"Reliance Digital",India,A0418150103,"AQ Mforce Gen X","Standard 3",12,17.84,214.14,0.25,53.54,160.60
2017-09-01,2018,90002002,Croma,India,A0418150103,"AQ Mforce Gen X","Standard 3",9,17.84,160.60,0.20,32.12,128.48
2017-09-01,2018,90002003,Ezone,India,A0418150103,"AQ Mforce Gen X","Standard 3",70,17.84,1249.14,0.28,349.76,899.38
2017-09-01,2018,90002005,Lotus,India,A0418150103,"AQ Mforce Gen X","Standard 3",19,17.84,339.05,0.21,71.20,267.85
2017-09-01,2018,90002006,Viveks,India,A0418150103,"AQ Mforce Gen X","Standard 3",44,17.84,785.18,0.29,227.70,557.48
2017-09-01,2018,90002007,Girias,India,A0418150103,"AQ Mforce Gen X","Standard 3",61,17.84,1088.54,0.23,250.36,838.18
2017-09-01,2018,90002009,Flipkart,India,A0418150103,"AQ Mforce Gen X","Standard 3",36,17.84,642.42,0.22,141.33,501.09
2017-09-01,2018,90002010,Ebay,India,A0418150103,"AQ Mforce Gen X","Standard 3",49,17.84,874.40,0.22,192.37,682.03
2017-09-01,2018,90002011,"Atliq Exclusive",India,A0418150103,"AQ Mforce Gen X","Standard 3",93,17.84,1659.58,0.29,481.28,1178.30
2017-09-01,2018,90002013,Electricalslytical,India,A0418150103,"AQ Mforce Gen X","Standard 3",87,17.84,1552.51,0.26,403.65,1148.86
2017-09-01,2018,90002014,Expression,India,A0418150103,"AQ Mforce Gen X","Standard 3",34,17.84,606.73,0.30,182.02,424.71
2017-09-01,2018,90002015,Propel,India,A0418150103,"AQ Mforce Gen X","Standard 3",72,17.84,1284.83,0.29,372.60,912.23
2017-09-01,2018,90003179,"Acclaimed Stores",Indonesia,A0418150103,"AQ Mforce Gen X","Standard 3",12,17.84,214.14,0.22,47.11,167.03
2017-09-01,2018,90006153,Insight,Philiphines,A0418150103,"AQ Mforce Gen X","Standard 3",10,17.84,178.45,0.30,53.54,124.91
2017-09-01,2018,90007197,"Amazon ","South Korea",A0418150103,"AQ Mforce Gen X","Standard 3",44,17.84,785.18,0.20,157.04,628.14
2017-09-01,2018,90008165,"Forward Stores",Australia,A0418150103,"AQ Mforce Gen X","Standard 3",21,17.84,374.74,0.28,104.93,269.81
2017-09-01,2018,90008166,Sound,Australia,A0418150103,"AQ Mforce Gen X","Standard 3",9,17.84,160.60,0.29,46.57,114.03
2017-09-01,2018,90008167,Electricalsocity,Australia,A0418150103,"AQ Mforce Gen X","Standard 3",16,17.84,285.52,0.19,54.25,231.27
2017-09-01,2018,90011185,"Epic Stores",France,A0418150103,"AQ Mforce Gen X","Standard 3",6,17.84,107.07,0.28,29.98,77.09
2017-09-01,2018,90011186,Elite,France,A0418150103,"AQ Mforce Gen X","Standard 3",16,17.84,285.52,0.21,59.96,225.56
2017-09-01,2018,90011187,"Chip 7",France,A0418150103,"AQ Mforce Gen X","Standard 3",11,17.84,196.29,0.29,56.92,139.37
2017-09-01,2018,90011189,UniEuro,France,A0418150103,"AQ Mforce Gen X","Standard 3",13,17.84,231.98,0.30,69.59,162.39
2017-09-01,2018,90011190,"Media Markt",France,A0418150103,"AQ Mforce Gen X","Standard 3",8,17.84,142.76,0.27,38.55,104.21
2017-09-01,2018,90011191,Sorefoz,France,A0418150103,"AQ Mforce Gen X","Standard 3",5,17.84,89.22,0.23,20.52,68.70
2017-09-01,2018,90012033,Digimarket,Germany,A0418150103,"AQ Mforce Gen X","Standard 3",0,17.84,0.00,0.28,0.00,0.00
2017-09-01,2018,90012034,Otto,Germany,A0418150103,"AQ Mforce Gen X","Standard 3",0,17.84,0.00,0.20,0.00,0.00
2017-09-01,2018,90012035,Notebillig,Germany,A0418150103,"AQ Mforce Gen X","Standard 3",0,17.84,0.00,0.28,0.00,0.00
2017-09-01,2018,90012037,Saturn,Germany,A0418150103,"AQ Mforce Gen X","Standard 3",0,17.84,0.00,0.22,0.00,0.00
2017-09-01,2018,90012038,Expert,Germany,A0418150103,"AQ Mforce Gen X","Standard 3",0,17.84,0.00,0.29,0.00,0.00
2017-09-01,2018,90012039,"Currys (Dixons Carphone)",Germany,A0418150103,"AQ Mforce Gen X","Standard 3",0,17.84,0.00,0.23,0.00,0.00
2017-09-01,2018,90012041,"Amazon ",Germany,A0418150103,"AQ Mforce Gen X","Standard 3",0,17.84,0.00,0.26,0.00,0.00
2017-09-01,2018,90013117,Euronics,Italy,A0418150103,"AQ Mforce Gen X","Standard 3",3,17.84,53.53,0.20,10.71,42.82
2017-09-01,2018,90013118,Fnac-Darty,Italy,A0418150103,"AQ Mforce Gen X","Standard 3",2,17.84,35.69,0.26,9.28,26.41
2017-09-01,2018,90013119,"Argos (Sainsbury's)",Italy,A0418150103,"AQ Mforce Gen X","Standard 3",3,17.84,53.53,0.28,14.99,38.54
2017-09-01,2018,90013121,Boulanger,Italy,A0418150103,"AQ Mforce Gen X","Standard 3",3,17.84,53.53,0.26,13.92,39.61
2017-09-01,2018,90013122,"Radio Popular",Italy,A0418150103,"AQ Mforce Gen X","Standard 3",4,17.84,71.38,0.19,13.56,57.82
2017-09-01,2018,90013123,Expert,Italy,A0418150103,"AQ Mforce Gen X","Standard 3",3,17.84,53.53,0.26,13.92,39.61
2017-09-01,2018,90016171,"Electricalsara Stores",Poland,A0418150103,"AQ Mforce Gen X","Standard 3",1,17.84,17.84,0.27,4.82,13.02
2017-09-01,2018,90016173,Expert,Poland,A0418150103,"AQ Mforce Gen X","Standard 3",1,17.84,17.84,0.21,3.75,14.09
2017-09-01,2018,90016174,"Currys (Dixons Carphone)",Poland,A0418150103,"AQ Mforce Gen X","Standard 3",1,17.84,17.84,0.21,3.75,14.09
2017-09-01,2018,90016175,"Argos (Sainsbury's)",Poland,A0418150103,"AQ Mforce Gen X","Standard 3",2,17.84,35.69,0.26,9.28,26.41
2017-09-01,2018,90022071,"Acclaimed Stores",USA,A0418150103,"AQ Mforce Gen X","Standard 3",29,17.84,517.50,0.19,98.33,419.17
2017-09-01,2018,90022073,Control,USA,A0418150103,"AQ Mforce Gen X","Standard 3",31,17.84,553.19,0.28,154.89,398.30
2017-09-01,2018,90022074,Flipkart,USA,A0418150103,"AQ Mforce Gen X","Standard 3",11,17.84,196.29,0.27,53.00,143.29
2017-09-01,2018,90022075,BestBuy,USA,A0418150103,"AQ Mforce Gen X","Standard 3",5,17.84,89.22,0.26,23.20,66.02
