date,fiscal_year,product_code,customer_code,forecast_quantity
2017-09-01,2018,A1618150103,90002002,5
2017-09-01,2018,A1618150103,90002003,7
2017-09-01,2018,A1618150103,90002005,2
2017-09-01,2018,A1618150103,90002006,3
2017-09-01,2018,A1618150103,90002007,9
2017-09-01,2018,A1618150103,90002009,5
2017-09-01,2018,A1618150103,90002010,8
2017-09-01,2018,A1618150103,90002011,2
2017-09-01,2018,A1618150103,90002013,1
2017-09-01,2018,A1618150103,90002014,7
2017-09-01,2018,A1618150103,90002015,7
2017-09-01,2018,A1618150103,90003179,1
2017-09-01,2018,A1618150103,90006153,1
2017-09-01,2018,A1618150103,90007197,1
2017-09-01,2018,A1618150103,90008165,2
2017-09-01,2018,A1618150103,90008166,2
2017-09-01,2018,A1618150103,90008167,2
2017-09-01,2018,A1618150103,90011185,1
2017-09-01,2018,A1618150103,90011187,1
2017-09-01,2018,A1618150103,90011189,1
2017-09-01,2018,A1618150103,90011190,1
2017-09-01,2018,A1618150103,90011191,1
2017-09-01,2018,A1618150103,90022071,1
2017-09-01,2018,A1618150103,90022073,1
2017-09-01,2018,A1618150103,90022074,2
2017-09-01,2018,A1618150103,90022075,1
2017-09-01,2018,A1618150103,90022077,1
2017-09-01,2018,A1618150103,90022078,1
2017-09-01,2018,A1618150103,90022081,2
2017-09-01,2018,A1618150103,90022082,2
2017-09-01,2018,A1618150103,90022083,1
2017-09-01,2018,A1618150103,90023023,1
2017-09-01,2018,A1618150103,90027207,1
2017-09-01,2018,A1618150104,70002017,4
2017-09-01,2018,A1618150104,70002018,2
2017-09-01,2018,A1618150104,70003181,2
2017-09-01,2018,A1618150104,70006157,1
2017-09-01,2018,A1618150104,70007198,2
2017-09-01,2018,A1618150104,70007199,1
2017-09-01,2018,A1618150104,70008169,1
2017-09-01,2018,A1618150104,70008170,2
2017-09-01,2018,A1618150104,70011193,1
2017-09-01,2018,A1618150104,70011194,1
2017-09-01,2018,A1618150104,70022085,1
2017-09-01,2018,A1618150104,80006154,2
2017-09-01,2018,A1618150104,80006155,1
2017-09-01,2018,A1618150104,80007195,2
2017-09-01,2018,A1618150104,90002001,8
2017-09-01,2018,A1618150104,90002002,5
2017-09-01,2018,A1618150104,90002003,9
2017-09-01,2018,A1618150104,90002005,2
2017-09-01,2018,A1618150104,90002006,1
2017-09-01,2018,A1618150104,90002007,8
2017-09-01,2018,A1618150104,90002009,5
2017-09-01,2018,A1618150104,90002010,8
2017-09-01,2018,A1618150104,90002011,6
2017-09-01,2018,A1618150104,90002013,4
2017-09-01,2018,A1618150104,90002014,7
2017-09-01,2018,A1618150104,90002015,4
2017-09-01,2018,A1618150104,90003179,2
2017-09-01,2018,A1618150104,90006153,1
2017-09-01,2018,A1618150104,90008165,1
2017-09-01,2018,A1618150104,90008166,3
2017-09-01,2018,A1618150104,90008167,1
2017-09-01,2018,A1618150104,90011185,1
2017-09-01,2018,A1618150104,90011186,1
2017-09-01,2018,A1618150104,90011190,1
2017-09-01,2018,A1618150104,90011191,1
2017-09-01,2018,A1618150104,90022071,1
2017-09-01,2018,A1618150104,90022073,1
2017-09-01,2018,A1618150104,90022074,1
2017-09-01,2018,A1618150104,90022075,1
2017-09-01,2018,A1618150104,90022077,1
2017-09-01,2018,A1618150104,90022078,1
2017-09-01,2018,A1618150104,90022081,1
2017-09-01,2018,A1618150104,90022082,1
2017-09-01,2018,A1618150104,90022083,1
2017-09-01,2018,A1618150104,90027207,1
2017-09-01,2018,A1718150201,70002017,8
2017-09-01,2018,A1718150201,70002018,4
2017-09-01,2018,A1718150201,70003181,1
2017-09-01,2018,A1718150201,70003182,1
2017-09-01,2018,A1718150201,70006157,1
2017-09-01,2018,A1718150201,70007198,1
2017-09-01,2018,A1718150201,70007199,1
2017-09-01,2018,A1718150201,70008169,2
2017-09-01,2018,A1718150201,70008170,2
2017-09-01,2018,A1718150201,70011193,1
2017-09-01,2018,A1718150201,80001019,1
2017-09-01,2018,A1718150201,80006154,2
2017-09-01,2018,A1718150201,80006155,1
2017-09-01,2018,A1718150201,80007195,7
2017-09-01,2018,A1718150201,90002001,4
2017-09-01,2018,A1718150201,90002002,3
2017-09-01,2018,A1718150201,90002003,8
2017-09-01,2018,A1718150201,90002005,7
2017-09-01,2018,A1718150201,90002006,3
2017-09-01,2018,A1718150201,90002007,4
2017-09-01,2018,A1718150201,90002009,6
2017-09-01,2018,A1718150201,90002010,5
2017-09-01,2018,A1718150201,90002011,6
2017-09-01,2018,A1718150201,90002013,5
2017-09-01,2018,A1718150201,90002014,1
2017-09-01,2018,A1718150201,90002015,10
2017-09-01,2018,A1718150201,90006153,1
2017-09-01,2018,A1718150201,90007197,1
2017-09-01,2018,A1718150201,90008165,2
2017-09-01,2018,A1718150201,90008166,2
2017-09-01,2018,A1718150201,90008167,2
2017-09-01,2018,A1718150201,90011186,1
2017-09-01,2018,A1718150201,90011190,1
2017-09-01,2018,A1718150201,90011191,1
2017-09-01,2018,A1718150201,90022071,1
2017-09-01,2018,A1718150201,90022073,2
2017-09-01,2018,A1718150201,90022074,2
2017-09-01,2018,A1718150201,90022075,1
2017-09-01,2018,A1718150201,90022077,2
2017-09-01,2018,A1718150201,90022078,2
2017-09-01,2018,A1718150201,90022079,2
2017-09-01,2018,A1718150201,90022081,1
2017-09-01,2018,A1718150201,90022082,2
2017-09-01,2018,A1718150201,90022083,1
2017-09-01,2018,A1718150201,90027207,1
2017-09-01,2018,A2118150101,70002017,161
2017-09-01,2018,A2118150101,70002018,863
2017-09-01,2018,A2118150101,70003181,98
2017-09-01,2018,A2118150101,70003182,94
2017-09-01,2018,A2118150101,70006157,26
2017-09-01,2018,A2118150101,70006158,33
2017-09-01,2018,A2118150101,70007198,95
2017-09-01,2018,A2118150101,70007199,142
2017-09-01,2018,A2118150101,70008169,308
2017-09-01,2018,A2118150101,70008170,60
2017-09-01,2018,A2118150101,70011193,44
2017-09-01,2018,A2118150101,70011194,16
2017-09-01,2018,A2118150101,70013125,9
2017-09-01,2018,A2118150101,70013126,3
2017-09-01,2018,A2118150101,70016177,2
2017-09-01,2018,A2118150101,70016178,4
2017-09-01,2018,A2118150101,70022085,226
2017-09-01,2018,A2118150101,70023031,43
2017-09-01,2018,A2118150101,80001019,174
2017-09-01,2018,A2118150101,80006154,290
2017-09-01,2018,A2118150101,80006155,59
2017-09-01,2018,A2118150101,80007195,468
2017-09-01,2018,A2118150101,90001021,47
2017-09-01,2018,A2118150101,90002001,876
2017-09-01,2018,A2118150101,90002002,593
2017-09-01,2018,A2118150101,90002003,894
2017-09-01,2018,A2118150101,90002005,370
2017-09-01,2018,A2118150101,90002006,513
2017-09-01,2018,A2118150101,90002007,385
2017-09-01,2018,A2118150101,90002009,1042
2017-09-01,2018,A2118150101,90002010,158
2017-09-01,2018,A2118150101,90002011,319
2017-09-01,2018,A2118150101,90002013,214
2017-09-01,2018,A2118150101,90002014,931
2017-09-01,2018,A2118150101,90002015,608
2017-09-01,2018,A2118150101,90003179,56
2017-09-01,2018,A2118150101,90006153,12
2017-09-01,2018,A2118150101,90007197,55
2017-09-01,2018,A2118150101,90008165,182
2017-09-01,2018,A2118150101,90008166,29
2017-09-01,2018,A2118150101,90008167,171
2017-09-01,2018,A2118150101,90011185,43
2017-09-01,2018,A2118150101,90011186,15
2017-09-01,2018,A2118150101,90011187,90
2017-09-01,2018,A2118150101,90011189,23
2017-09-01,2018,A2118150101,90011190,32
2017-09-01,2018,A2118150101,90011191,14
2017-09-01,2018,A2118150101,90013117,12
2017-09-01,2018,A2118150101,90013118,22
2017-09-01,2018,A2118150101,90013119,23
2017-09-01,2018,A2118150101,90013121,13
2017-09-01,2018,A2118150101,90013122,21
2017-09-01,2018,A2118150101,90013123,15
2017-09-01,2018,A2118150101,90016171,6
2017-09-01,2018,A2118150101,90016173,2
2017-09-01,2018,A2118150101,90016174,7
2017-09-01,2018,A2118150101,90016175,7
2017-09-01,2018,A2118150101,90022071,139
2017-09-01,2018,A2118150101,90022073,39
2017-09-01,2018,A2118150101,90022074,231
2017-09-01,2018,A2118150101,90022075,178
2017-09-01,2018,A2118150101,90022077,49
2017-09-01,2018,A2118150101,90022078,195
2017-09-01,2018,A2118150101,90022079,114
2017-09-01,2018,A2118150101,90022081,293
2017-09-01,2018,A2118150101,90022082,57
2017-09-01,2018,A2118150101,90022083,130
2017-09-01,2018,A2118150101,90023022,35
2017-09-01,2018,A2118150101,90023023,60
2017-09-01,2018,A2118150101,90023025,21
2017-09-01,2018,A2118150101,90023026,14
2017-09-01,2018,A2118150101,90023027,6
2017-09-01,2018,A2118150101,90023029,39
2017-09-01,2018,A2118150101,90023030,34
2017-09-01,2018,A2118150101,90027207,92
2017-09-01,2018,A2118150102,70002017,471
2017-09-01,2018,A2118150102,70002018,404
2017-09-01,2018,A2118150102,70003181,54
2017-09-01,2018,A2118150102,70003182,26
2017-09-01,2018,A2118150102,70006157,74
2017-09-01,2018,A2118150102,70006158,59
2017-09-01,2018,A2118150102,70007198,143
2017-09-01,2018,A2118150102,70007199,147
2017-09-01,2018,A2118150102,70008169,171
2017-09-01,2018,A2118150102,70008170,72
2017-09-01,2018,A2118150102,70011193,97
2017-09-01,2018,A2118150102,70011194,22
2017-09-01,2018,A2118150102,70013125,21
2017-09-01,2018,A2118150102,70013126,7
2017-09-01,2018,A2118150102,70016177,5
2017-09-01,2018,A2118150102,70016178,6
2017-09-01,2018,A2118150102,70022085,120
2017-09-01,2018,A2118150102,70023031,17
2017-09-01,2018,A2118150102,80001019,82
2017-09-01,2018,A2118150102,80006154,264
2017-09-01,2018,A2118150102,80006155,308
2017-09-01,2018,A2118150102,80007195,777
2017-09-01,2018,A2118150102,90001021,38
2017-09-01,2018,A2118150102,90002001,1168
2017-09-01,2018,A2118150102,90002002,571
2017-09-01,2018,A2118150102,90002003,855
2017-09-01,2018,A2118150102,90002005,759
2017-09-01,2018,A2118150102,90002006,148
2017-09-01,2018,A2118150102,90002007,297
2017-09-01,2018,A2118150102,90002009,946
2017-09-01,2018,A2118150102,90002010,846
2017-09-01,2018,A2118150102,90002011,199
2017-09-01,2018,A2118150102,90002013,339
2017-09-01,2018,A2118150102,90002014,461
2017-09-01,2018,A2118150102,90002015,390
2017-09-01,2018,A2118150102,90003179,111
2017-09-01,2018,A2118150102,90006153,69
2017-09-01,2018,A2118150102,90007197,242
2017-09-01,2018,A2118150102,90008165,105
2017-09-01,2018,A2118150102,90008166,233
2017-09-01,2018,A2118150102,90008167,150
2017-09-01,2018,A2118150102,90011185,57
2017-09-01,2018,A2118150102,90011186,62
2017-09-01,2018,A2118150102,90011187,43
2017-09-01,2018,A2118150102,90011189,27
2017-09-01,2018,A2118150102,90011190,94
2017-09-01,2018,A2118150102,90011191,60
2017-09-01,2018,A2118150102,90013117,18
2017-09-01,2018,A2118150102,90013118,4
2017-09-01,2018,A2118150102,90013119,11
2017-09-01,2018,A2118150102,90013121,20
2017-09-01,2018,A2118150102,90013122,19
2017-09-01,2018,A2118150102,90013123,22
2017-09-01,2018,A2118150102,90016171,6
2017-09-01,2018,A2118150102,90016173,12
2017-09-01,2018,A2118150102,90016174,1
2017-09-01,2018,A2118150102,90016175,3
2017-09-01,2018,A2118150102,90022071,145
2017-09-01,2018,A2118150102,90022073,79
2017-09-01,2018,A2118150102,90022074,33
2017-09-01,2018,A2118150102,90022075,139
2017-09-01,2018,A2118150102,90022077,58
2017-09-01,2018,A2118150102,90022078,188
2017-09-01,2018,A2118150102,90022079,228
2017-09-01,2018,A2118150102,90022081,279
2017-09-01,2018,A2118150102,90022082,180
2017-09-01,2018,A2118150102,90022083,25
2017-09-01,2018,A2118150102,90023022,30
2017-09-01,2018,A2118150102,90023023,10
2017-09-01,2018,A2118150102,90023025,13
2017-09-01,2018,A2118150102,90023026,46
2017-09-01,2018,A2118150102,90023027,46
2017-09-01,2018,A2118150102,90023029,51
2017-09-01,2018,A2118150102,90023030,20
2017-09-01,2018,A2118150102,90027207,66
2017-09-01,2018,A2118150103,70002017,758
2017-09-01,2018,A2118150103,70002018,124
2017-09-01,2018,A2118150103,70003181,59
2017-09-01,2018,A2118150103,70003182,126
2017-09-01,2018,A2118150103,70006157,77
2017-09-01,2018,A2118150103,70006158,43
2017-09-01,2018,A2118150103,70007198,258
2017-09-01,2018,A2118150103,70007199,149
2017-09-01,2018,A2118150103,70008169,61
2017-09-01,2018,A2118150103,70008170,165
2017-09-01,2018,A2118150103,70011193,18
2017-09-01,2018,A2118150103,70011194,30
2017-09-01,2018,A2118150103,70013125,13
2017-09-01,2018,A2118150103,70013126,5
2017-09-01,2018,A2118150103,70016177,4
2017-09-01,2018,A2118150103,70016178,3
2017-09-01,2018,A2118150103,70022085,35
2017-09-01,2018,A2118150103,70023031,40
2017-09-01,2018,A2118150103,80001019,146
2017-09-01,2018,A2118150103,80006154,295
2017-09-01,2018,A2118150103,80006155,104
2017-09-01,2018,A2118150103,80007195,295
2017-09-01,2018,A2118150103,90001021,5
2017-09-01,2018,A2118150103,90002001,87
2017-09-01,2018,A2118150103,90002002,246
2017-09-01,2018,A2118150103,90002003,499
2017-09-01,2018,A2118150103,90002005,158
2017-09-01,2018,A2118150103,90002006,991
2017-09-01,2018,A2118150103,90002007,1015
2017-09-01,2018,A2118150103,90002009,1002
2017-09-01,2018,A2118150103,90002010,139
2017-09-01,2018,A2118150103,90002011,935
2017-09-01,2018,A2118150103,90002013,752
2017-09-01,2018,A2118150103,90002014,492
2017-09-01,2018,A2118150103,90002015,242
2017-09-01,2018,A2118150103,90003179,159
2017-09-01,2018,A2118150103,90006153,83
2017-09-01,2018,A2118150103,90007197,231
2017-09-01,2018,A2118150103,90008165,55
2017-09-01,2018,A2118150103,90008166,228
2017-09-01,2018,A2118150103,90008167,39
2017-09-01,2018,A2118150103,90011185,78
2017-09-01,2018,A2118150103,90011186,19
2017-09-01,2018,A2118150103,90011187,62
2017-09-01,2018,A2118150103,90011189,71
2017-09-01,2018,A2118150103,90011190,100
2017-09-01,2018,A2118150103,90011191,71
2017-09-01,2018,A2118150103,90013117,13
2017-09-01,2018,A2118150103,90013118,7
2017-09-01,2018,A2118150103,90013119,3
2017-09-01,2018,A2118150103,90013121,13
2017-09-01,2018,A2118150103,90013122,15
2017-09-01,2018,A2118150103,90013123,8
2017-09-01,2018,A2118150103,90016171,7
2017-09-01,2018,A2118150103,90016173,4
2017-09-01,2018,A2118150103,90016174,6
2017-09-01,2018,A2118150103,90016175,8
2017-09-01,2018,A2118150103,90022071,198
2017-09-01,2018,A2118150103,90022073,106
2017-09-01,2018,A2118150103,90022074,94
2017-09-01,2018,A2118150103,90022075,82
2017-09-01,2018,A2118150103,90022077,105
2017-09-01,2018,A2118150103,90022078,87
2017-09-01,2018,A2118150103,90022079,220
2017-09-01,2018,A2118150103,90022081,144
2017-09-01,2018,A2118150103,90022082,168
2017-09-01,2018,A2118150103,90022083,165
2017-09-01,2018,A2118150103,90023022,22
2017-09-01,2018,A2118150103,90023023,48
2017-09-01,2018,A2118150103,90023025,40
2017-09-01,2018,A2118150103,90023026,35
2017-09-01,2018,A2118150103,90023027,27
2017-09-01,2018,A2118150103,90023029,16
2017-09-01,2018,A2118150103,90023030,6
2017-09-01,2018,A2118150103,90027207,56
2017-09-01,2018,A2118150104,70002017,885
2017-09-01,2018,A2118150104,70002018,356
2017-09-01,2018,A2118150104,70003181,21
2017-09-01,2018,A2118150104,70003182,28
2017-09-01,2018,A2118150104,70006157,37
2017-09-01,2018,A2118150104,70006158,38
2017-09-01,2018,A2118150104,70007198,218
2017-09-01,2018,A2118150104,70007199,140
2017-09-01,2018,A2118150104,70008169,116
2017-09-01,2018,A2118150104,70008170,147
2017-09-01,2018,A2118150104,70011193,39
2017-09-01,2018,A2118150104,70011194,23
2017-09-01,2018,A2118150104,70013125,13
2017-09-01,2018,A2118150104,70013126,6
2017-09-01,2018,A2118150104,70016177,10
2017-09-01,2018,A2118150104,70016178,4
2017-09-01,2018,A2118150104,70022085,99
2017-09-01,2018,A2118150104,70023031,8
2017-09-01,2018,A2118150104,80001019,35
2017-09-01,2018,A2118150104,80006154,148
2017-09-01,2018,A2118150104,80006155,152
2017-09-01,2018,A2118150104,80007195,913
2017-09-01,2018,A2118150104,90001021,6
2017-09-01,2018,A2118150104,90002001,315
2017-09-01,2018,A2118150104,90002002,304
2017-09-01,2018,A2118150104,90002003,785
2017-09-01,2018,A2118150104,90002005,518
2017-09-01,2018,A2118150104,90002006,892
2017-09-01,2018,A2118150104,90002007,778
2017-09-01,2018,A2118150104,90002009,969
2017-09-01,2018,A2118150104,90002010,726
2017-09-01,2018,A2118150104,90002011,187
2017-09-01,2018,A2118150104,90002013,194
2017-09-01,2018,A2118150104,90002014,283
2017-09-01,2018,A2118150104,90002015,179
2017-09-01,2018,A2118150104,90003179,29
2017-09-01,2018,A2118150104,90006153,76
2017-09-01,2018,A2118150104,90007197,203
2017-09-01,2018,A2118150104,90008165,81
2017-09-01,2018,A2118150104,90008166,184
2017-09-01,2018,A2118150104,90008167,122
2017-09-01,2018,A2118150104,90011185,61
2017-09-01,2018,A2118150104,90011186,57
2017-09-01,2018,A2118150104,90011187,18
2017-09-01,2018,A2118150104,90011189,62
2017-09-01,2018,A2118150104,90011190,67
2017-09-01,2018,A2118150104,90011191,79
2017-09-01,2018,A2118150104,90013117,15
2017-09-01,2018,A2118150104,90013118,8
2017-09-01,2018,A2118150104,90013119,17
2017-09-01,2018,A2118150104,90013121,28
2017-09-01,2018,A2118150104,90013122,7
2017-09-01,2018,A2118150104,90013123,14
2017-09-01,2018,A2118150104,90016171,5
2017-09-01,2018,A2118150104,90016173,5
2017-09-01,2018,A2118150104,90016174,5
2017-09-01,2018,A2118150104,90016175,4
2017-09-01,2018,A2118150104,90022071,165
2017-09-01,2018,A2118150104,90022073,109
2017-09-01,2018,A2118150104,90022074,193
2017-09-01,2018,A2118150104,90022075,116
2017-09-01,2018,A2118150104,90022077,113
2017-09-01,2018,A2118150104,90022078,61
2017-09-01,2018,A2118150104,90022079,174
2017-09-01,2018,A2118150104,90022081,359
2017-09-01,2018,A2118150104,90022082,215
2017-09-01,2018,A2118150104,90022083,150
2017-09-01,2018,A2118150104,90023022,29
2017-09-01,2018,A2118150104,90023023,15
2017-09-01,2018,A2118150104,90023025,20
2017-09-01,2018,A2118150104,90023026,32
2017-09-01,2018,A2118150104,90023027,40
2017-09-01,2018,A2118150104,90023029,13
2017-09-01,2018,A2118150104,90023030,21
2017-09-01,2018,A2118150104,90027207,26
2017-09-01,2018,A2118150105,70002017,788
2017-09-01,2018,A2118150105,70002018,979
2017-09-01,2018,A2118150105,70003181,20
2017-09-01,2018,A2118150105,70003182,165
2017-09-01,2018,A2118150105,70006157,96
2017-09-01,2018,A2118150105,70006158,41
2017-09-01,2018,A2118150105,70007198,94
2017-09-01,2018,A2118150105,70007199,233
2017-09-01,2018,A2118150105,70008169,155
2017-09-01,2018,A2118150105,70008170,74
2017-09-01,2018,A2118150105,70011193,59
2017-09-01,2018,A2118150105,70011194,69
2017-09-01,2018,A2118150105,70013125,14
2017-09-01,2018,A2118150105,70013126,10
2017-09-01,2018,A2118150105,70016177,9
2017-09-01,2018,A2118150105,70016178,4
2017-09-01,2018,A2118150105,70022085,104
2017-09-01,2018,A2118150105,70023031,24
2017-09-01,2018,A2118150105,80001019,67
2017-09-01,2018,A2118150105,80006154,31
2017-09-01,2018,A2118150105,80006155,81
2017-09-01,2018,A2118150105,80007195,751
2017-09-01,2018,A2118150105,90001021,21
2017-09-01,2018,A2118150105,90002001,147
2017-09-01,2018,A2118150105,90002002,820
2017-09-01,2018,A2118150105,90002003,833
2017-09-01,2018,A2118150105,90002005,143
2017-09-01,2018,A2118150105,90002006,221
2017-09-01,2018,A2118150105,90002007,462
2017-09-01,2018,A2118150105,90002009,310
2017-09-01,2018,A2118150105,90002010,893
2017-09-01,2018,A2118150105,90002011,535
2017-09-01,2018,A2118150105,90002013,272
2017-09-01,2018,A2118150105,90002014,338
2017-09-01,2018,A2118150105,90002015,615
2017-09-01,2018,A2118150105,90003179,139
2017-09-01,2018,A2118150105,90006153,64
2017-09-01,2018,A2118150105,90007197,63
2017-09-01,2018,A2118150105,90008165,64
2017-09-01,2018,A2118150105,90008166,173
2017-09-01,2018,A2118150105,90008167,175
2017-09-01,2018,A2118150105,90011185,16
2017-09-01,2018,A2118150105,90011186,26
2017-09-01,2018,A2118150105,90011187,93
2017-09-01,2018,A2118150105,90011189,101
2017-09-01,2018,A2118150105,90011190,62
2017-09-01,2018,A2118150105,90011191,82
2017-09-01,2018,A2118150105,90013117,12
2017-09-01,2018,A2118150105,90013118,23
2017-09-01,2018,A2118150105,90013119,14
2017-09-01,2018,A2118150105,90013121,15
2017-09-01,2018,A2118150105,90013122,13
2017-09-01,2018,A2118150105,90013123,10
2017-09-01,2018,A2118150105,90016171,8
2017-09-01,2018,A2118150105,90016173,2
2017-09-01,2018,A2118150105,90016174,12
2017-09-01,2018,A2118150105,90016175,7
2017-09-01,2018,A2118150105,90022071,89
2017-09-01,2018,A2118150105,90022073,43
2017-09-01,2018,A2118150105,90022074,85
2017-09-01,2018,A2118150105,90022075,141
2017-09-01,2018,A2118150105,90022077,38
2017-09-01,2018,A2118150105,90022078,192
2017-09-01,2018,A2118150105,90022079,210
2017-09-01,2018,A2118150105,90022081,342
2017-09-01,2018,A2118150105,90022082,189
2017-09-01,2018,A2118150105,90022083,198
2017-09-01,2018,A2118150105,90023022,13
2017-09-01,2018,A2118150105,90023023,77
2017-09-01,2018,A2118150105,90023025,9
2017-09-01,2018,A2118150105,90023026,6
2017-09-01,2018,A2118150105,90023027,37
2017-09-01,2018,A2118150105,90023029,7
2017-09-01,2018,A2118150105,90023030,16
2017-09-01,2018,A2118150105,90027207,100
2017-09-01,2018,A2118150106,70002017,376
2017-09-01,2018,A2118150106,70002018,334
2017-09-01,2018,A2118150106,70003181,31
2017-09-01,2018,A2118150106,70003182,101
2017-09-01,2018,A2118150106,70006157,54
2017-09-01,2018,A2118150106,70006158,66
2017-09-01,2018,A2118150106,70007198,167
2017-09-01,2018,A2118150106,70007199,192
2017-09-01,2018,A2118150106,70008169,318
2017-09-01,2018,A2118150106,70008170,85
2017-09-01,2018,A2118150106,70011193,78
2017-09-01,2018,A2118150106,70011194,105
2017-09-01,2018,A2118150106,70013125,24
2017-09-01,2018,A2118150106,70013126,14
2017-09-01,2018,A2118150106,70016177,8
2017-09-01,2018,A2118150106,70016178,8
2017-09-01,2018,A2118150106,70022085,50
2017-09-01,2018,A2118150106,70023031,22
2017-09-01,2018,A2118150106,80001019,65
2017-09-01,2018,A2118150106,80006154,51
2017-09-01,2018,A2118150106,80006155,98
2017-09-01,2018,A2118150106,80007195,532
2017-09-01,2018,A2118150106,90001021,31
2017-09-01,2018,A2118150106,90002001,1067
2017-09-01,2018,A2118150106,90002002,991
2017-09-01,2018,A2118150106,90002003,887
2017-09-01,2018,A2118150106,90002005,409
2017-09-01,2018,A2118150106,90002006,685
2017-09-01,2018,A2118150106,90002007,776
2017-09-01,2018,A2118150106,90002009,696
2017-09-01,2018,A2118150106,90002010,387
2017-09-01,2018,A2118150106,90002011,190
2017-09-01,2018,A2118150106,90002013,613
2017-09-01,2018,A2118150106,90002014,120
2017-09-01,2018,A2118150106,90002015,958
2017-09-01,2018,A2118150106,90003179,145
2017-09-01,2018,A2118150106,90006153,42
2017-09-01,2018,A2118150106,90007197,49
2017-09-01,2018,A2118150106,90008165,186
2017-09-01,2018,A2118150106,90008166,273
2017-09-01,2018,A2118150106,90008167,169
2017-09-01,2018,A2118150106,90011185,60
2017-09-01,2018,A2118150106,90011186,68
2017-09-01,2018,A2118150106,90011187,80
2017-09-01,2018,A2118150106,90011189,90
2017-09-01,2018,A2118150106,90011190,54
2017-09-01,2018,A2118150106,90011191,52
2017-09-01,2018,A2118150106,90013117,6
2017-09-01,2018,A2118150106,90013118,9
2017-09-01,2018,A2118150106,90013119,7
2017-09-01,2018,A2118150106,90013121,7
2017-09-01,2018,A2118150106,90013122,21
2017-09-01,2018,A2118150106,90013123,19
2017-09-01,2018,A2118150106,90016171,3
2017-09-01,2018,A2118150106,90016173,11
2017-09-01,2018,A2118150106,90016174,2
2017-09-01,2018,A2118150106,90016175,3
2017-09-01,2018,A2118150106,90022071,72
2017-09-01,2018,A2118150106,90022073,113
2017-09-01,2018,A2118150106,90022074,76
2017-09-01,2018,A2118150106,90022075,155
2017-09-01,2018,A2118150106,90022077,126
2017-09-01,2018,A2118150106,90022078,30
2017-09-01,2018,A2118150106,90022079,79
2017-09-01,2018,A2118150106,90022081,216
2017-09-01,2018,A2118150106,90022082,69
2017-09-01,2018,A2118150106,90022083,32
2017-09-01,2018,A2118150106,90023022,49
2017-09-01,2018,A2118150106,90023023,49
2017-09-01,2018,A2118150106,90023025,41
2017-09-01,2018,A2118150106,90023026,33
2017-09-01,2018,A2118150106,90023027,5
2017-09-01,2018,A2118150106,90023029,52
2017-09-01,2018,A2118150106,90023030,40
2017-09-01,2018,A2118150106,90027207,67
2017-09-01,2018,A2218150201,70002017,646
2017-09-01,2018,A2218150201,70002018,481
2017-09-01,2018,A2218150201,70003181,47
2017-09-01,2018,A2218150201,70003182,163
2017-09-01,2018,A2218150201,70006157,44
2017-09-01,2018,A2218150201,70006158,59
2017-09-01,2018,A2218150201,70007198,198
2017-09-01,2018,A2218150201,70007199,77
2017-09-01,2018,A2218150201,70008169,297
2017-09-01,2018,A2218150201,70008170,277
2017-09-01,2018,A2218150201,70011193,98
2017-09-01,2018,A2218150201,70011194,71
2017-09-01,2018,A2218150201,70013125,10
2017-09-01,2018,A2218150201,70013126,7
2017-09-01,2018,A2218150201,70016177,9
2017-09-01,2018,A2218150201,70016178,2
2017-09-01,2018,A2218150201,70022085,64
2017-09-01,2018,A2218150201,70023031,40
2017-09-01,2018,A2218150201,80001019,20
2017-09-01,2018,A2218150201,80006154,152
2017-09-01,2018,A2218150201,80006155,317
2017-09-01,2018,A2218150201,80007195,452
2017-09-01,2018,A2218150201,90001021,12
2017-09-01,2018,A2218150201,90002001,896
2017-09-01,2018,A2218150201,90002002,542
2017-09-01,2018,A2218150201,90002003,868
2017-09-01,2018,A2218150201,90002005,586
2017-09-01,2018,A2218150201,90002006,990
2017-09-01,2018,A2218150201,90002007,380
2017-09-01,2018,A2218150201,90002009,479
2017-09-01,2018,A2218150201,90002010,432
2017-09-01,2018,A2218150201,90002011,376
2017-09-01,2018,A2218150201,90002013,778
2017-09-01,2018,A2218150201,90002014,1101
2017-09-01,2018,A2218150201,90002015,744
2017-09-01,2018,A2218150201,90003179,23
2017-09-01,2018,A2218150201,90006153,19
2017-09-01,2018,A2218150201,90007197,239
2017-09-01,2018,A2218150201,90008165,176
2017-09-01,2018,A2218150201,90008166,201
2017-09-01,2018,A2218150201,90008167,93
2017-09-01,2018,A2218150201,90011185,33
2017-09-01,2018,A2218150201,90011186,80
2017-09-01,2018,A2218150201,90011187,93
2017-09-01,2018,A2218150201,90011189,39
2017-09-01,2018,A2218150201,90011190,73
2017-09-01,2018,A2218150201,90011191,99
2017-09-01,2018,A2218150201,90013117,10
2017-09-01,2018,A2218150201,90013118,12
2017-09-01,2018,A2218150201,90013119,22
2017-09-01,2018,A2218150201,90013121,20
2017-09-01,2018,A2218150201,90013122,9
2017-09-01,2018,A2218150201,90013123,13
2017-09-01,2018,A2218150201,90016171,3
2017-09-01,2018,A2218150201,90016173,2
2017-09-01,2018,A2218150201,90016174,3
2017-09-01,2018,A2218150201,90016175,5
2017-09-01,2018,A2218150201,90022071,38
2017-09-01,2018,A2218150201,90022073,211
2017-09-01,2018,A2218150201,90022074,187
2017-09-01,2018,A2218150201,90022075,128
